areaCode,areaName,areaType,date,newAdmissions
E40000005,South East,nhsRegion,2020-06-02,83
E40000005,South East,nhsRegion,2020-06-01,56
E40000005,South East,nhsRegion,2020-05-31,46
E40000005,South East,nhsRegion,2020-05-30,74
E40000005,South East,nhsRegion,2020-05-29,65
E40000005,South East,nhsRegion,2020-05-28,79
E40000005,South East,nhsRegion,2020-05-27,72
E40000005,South East,nhsRegion,2020-05-26,74
E40000005,South East,nhsRegion,2020-05-25,82
E40000005,South East,nhsRegion,2020-05-24,78
E40000005,South East,nhsRegion,2020-05-23,59
E40000005,South East,nhsRegion,2020-05-22,78
E40000005,South East,nhsRegion,2020-05-21,88
E40000005,South East,nhsRegion,2020-05-20,107
E40000005,South East,nhsRegion,2020-05-19,96
E40000005,South East,nhsRegion,2020-05-18,104
E40000005,South East,nhsRegion,2020-05-17,94
E40000005,South East,nhsRegion,2020-05-16,71
E40000005,South East,nhsRegion,2020-05-15,85
E40000005,South East,nhsRegion,2020-05-14,113
E40000005,South East,nhsRegion,2020-05-13,99
E40000005,South East,nhsRegion,2020-05-12,109
E40000005,South East,nhsRegion,2020-05-11,113
E40000005,South East,nhsRegion,2020-05-10,139
E40000005,South East,nhsRegion,2020-05-09,96
E40000005,South East,nhsRegion,2020-05-08,91
E40000005,South East,nhsRegion,2020-05-07,107
E40000005,South East,nhsRegion,2020-05-06,127
E40000005,South East,nhsRegion,2020-05-05,111
E40000005,South East,nhsRegion,2020-05-04,121
E40000005,South East,nhsRegion,2020-05-03,137
E40000005,South East,nhsRegion,2020-05-02,142
E40000005,South East,nhsRegion,2020-05-01,154
E40000005,South East,nhsRegion,2020-04-30,164
E40000005,South East,nhsRegion,2020-04-29,196
E40000005,South East,nhsRegion,2020-04-28,153
E40000005,South East,nhsRegion,2020-04-27,199
E40000005,South East,nhsRegion,2020-04-26,182
E40000005,South East,nhsRegion,2020-04-25,168
E40000005,South East,nhsRegion,2020-04-24,235
E40000005,South East,nhsRegion,2020-04-23,181
E40000005,South East,nhsRegion,2020-04-22,202
E40000005,South East,nhsRegion,2020-04-21,198
E40000005,South East,nhsRegion,2020-04-20,227
E40000005,South East,nhsRegion,2020-04-19,199
E40000005,South East,nhsRegion,2020-04-18,180
E40000005,South East,nhsRegion,2020-04-17,260
E40000005,South East,nhsRegion,2020-04-16,326
E40000005,South East,nhsRegion,2020-04-15,228
E40000005,South East,nhsRegion,2020-04-14,185
E40000005,South East,nhsRegion,2020-04-13,227
E40000005,South East,nhsRegion,2020-04-12,228
E40000005,South East,nhsRegion,2020-04-11,235
E40000005,South East,nhsRegion,2020-04-10,269
E40000005,South East,nhsRegion,2020-04-09,286
E40000005,South East,nhsRegion,2020-04-08,249
E40000005,South East,nhsRegion,2020-04-07,353
E40000005,South East,nhsRegion,2020-04-06,326
E40000005,South East,nhsRegion,2020-04-05,277
E40000005,South East,nhsRegion,2020-04-04,348
E40000005,South East,nhsRegion,2020-04-03,332
E40000005,South East,nhsRegion,2020-04-02,322
E40000005,South East,nhsRegion,2020-04-01,304
E40000005,South East,nhsRegion,2020-03-31,295
E40000005,South East,nhsRegion,2020-03-30,317
E40000005,South East,nhsRegion,2020-03-29,273
E40000005,South East,nhsRegion,2020-03-28,250
E40000005,South East,nhsRegion,2020-03-27,230
E40000005,South East,nhsRegion,2020-03-26,138
E40000005,South East,nhsRegion,2020-03-25,141
E40000005,South East,nhsRegion,2020-03-24,123
E40000005,South East,nhsRegion,2020-03-23,114
E40000005,South East,nhsRegion,2020-03-22,94
E40000005,South East,nhsRegion,2020-03-21,91
E40000005,South East,nhsRegion,2020-03-20,90
E40000005,South East,nhsRegion,2020-03-19,103
E40000006,South West,nhsRegion,2021-12-01,79
E40000006,South West,nhsRegion,2021-11-30,97
E40000006,South West,nhsRegion,2021-11-29,79
E40000006,South West,nhsRegion,2021-11-28,58
E40000006,South West,nhsRegion,2021-11-27,75
E40000006,South West,nhsRegion,2021-11-26,72
E40000006,South West,nhsRegion,2021-11-25,90
E40000006,South West,nhsRegion,2021-11-24,98
E40000006,South West,nhsRegion,2021-11-23,81
E40000006,South West,nhsRegion,2021-11-22,91
E40000006,South West,nhsRegion,2021-11-21,74
E40000006,South West,nhsRegion,2021-11-20,90
E40000006,South West,nhsRegion,2021-11-19,71
E40000006,South West,nhsRegion,2021-11-18,67
E40000006,South West,nhsRegion,2021-11-17,107
E40000006,South West,nhsRegion,2021-11-16,76
E40000006,South West,nhsRegion,2021-11-15,78
E40000006,South West,nhsRegion,2021-11-14,66
E40000006,South West,nhsRegion,2021-11-13,58
E40000006,South West,nhsRegion,2021-11-12,86
E40000006,South West,nhsRegion,2021-11-11,101
E40000006,South West,nhsRegion,2021-11-10,97
E40000006,South West,nhsRegion,2021-11-09,96
E40000006,South West,nhsRegion,2021-11-08,104
E40000006,South West,nhsRegion,2021-11-07,98
E40000006,South West,nhsRegion,2021-11-06,76
E40000006,South West,nhsRegion,2021-11-05,84
E40000006,South West,nhsRegion,2021-11-04,68
E40000006,South West,nhsRegion,2021-11-03,92
E40000006,South West,nhsRegion,2021-11-02,89
E40000006,South West,nhsRegion,2021-11-01,114
E40000006,South West,nhsRegion,2021-10-31,103
E40000006,South West,nhsRegion,2021-10-30,95
E40000006,South West,nhsRegion,2021-10-29,102
E40000006,South West,nhsRegion,2021-10-28,96
E40000006,South West,nhsRegion,2021-10-27,101
E40000006,South West,nhsRegion,2021-10-26,118
E40000006,South West,nhsRegion,2021-10-25,133
E40000006,South West,nhsRegion,2021-10-24,93
E40000006,South West,nhsRegion,2021-10-23,96
E40000006,South West,nhsRegion,2021-10-22,65
E40000006,South West,nhsRegion,2021-10-21,98
E40000006,South West,nhsRegion,2021-10-20,97
E40000006,South West,nhsRegion,2021-10-19,100
E40000006,South West,nhsRegion,2021-10-18,118
E40000006,South West,nhsRegion,2021-10-17,105
E40000006,South West,nhsRegion,2021-10-16,78
E40000006,South West,nhsRegion,2021-10-15,68
E40000006,South West,nhsRegion,2021-10-14,71
E40000006,South West,nhsRegion,2021-10-13,97
E40000006,South West,nhsRegion,2021-10-12,89
E40000006,South West,nhsRegion,2021-10-11,75
E40000006,South West,nhsRegion,2021-10-10,71
E40000006,South West,nhsRegion,2021-10-09,71
E40000006,South West,nhsRegion,2021-10-08,83
E40000006,South West,nhsRegion,2021-10-07,94
E40000006,South West,nhsRegion,2021-10-06,77
E40000006,South West,nhsRegion,2021-10-05,92
E40000006,South West,nhsRegion,2021-10-04,79
E40000006,South West,nhsRegion,2021-10-03,59
E40000006,South West,nhsRegion,2021-10-02,55
E40000006,South West,nhsRegion,2021-10-01,64
E40000006,South West,nhsRegion,2021-09-30,64
E40000006,South West,nhsRegion,2021-09-29,62
E40000006,South West,nhsRegion,2021-09-28,62
E40000006,South West,nhsRegion,2021-09-27,75
E40000006,South West,nhsRegion,2021-09-26,59
E40000006,South West,nhsRegion,2021-09-25,58
E40000006,South West,nhsRegion,2021-09-24,56
E40000006,South West,nhsRegion,2021-09-23,58
E40000006,South West,nhsRegion,2021-09-22,67
E40000006,South West,nhsRegion,2021-09-21,52
E40000006,South West,nhsRegion,2021-09-20,61
E40000006,South West,nhsRegion,2021-09-19,49
E40000006,South West,nhsRegion,2021-09-18,49
E40000006,South West,nhsRegion,2021-09-17,69
E40000006,South West,nhsRegion,2021-09-16,69
E40000006,South West,nhsRegion,2021-09-15,78
E40000006,South West,nhsRegion,2021-09-14,72
E40000006,South West,nhsRegion,2021-09-13,73
E40000006,South West,nhsRegion,2021-09-12,60
E40000006,South West,nhsRegion,2021-09-11,59
E40000006,South West,nhsRegion,2021-09-10,75
E40000006,South West,nhsRegion,2021-09-09,82
E40000006,South West,nhsRegion,2021-09-08,88
E40000006,South West,nhsRegion,2021-09-07,80
E40000006,South West,nhsRegion,2021-09-06,89
E40000006,South West,nhsRegion,2021-09-05,62
E40000006,South West,nhsRegion,2021-09-04,83
E40000006,South West,nhsRegion,2021-09-03,82
E40000006,South West,nhsRegion,2021-09-02,97
E40000006,South West,nhsRegion,2021-09-01,84
E40000006,South West,nhsRegion,2021-08-31,71
E40000006,South West,nhsRegion,2021-08-30,71
E40000006,South West,nhsRegion,2021-08-29,69
E40000006,South West,nhsRegion,2021-08-28,76
E40000006,South West,nhsRegion,2021-08-27,71
E40000006,South West,nhsRegion,2021-08-26,97
E40000006,South West,nhsRegion,2021-08-25,92
E40000006,South West,nhsRegion,2021-08-24,70
E40000006,South West,nhsRegion,2021-08-23,83
E40000006,South West,nhsRegion,2021-08-22,50
E40000006,South West,nhsRegion,2021-08-21,73
E40000006,South West,nhsRegion,2021-08-20,69
E40000006,South West,nhsRegion,2021-08-19,66
E40000006,South West,nhsRegion,2021-08-18,56
E40000006,South West,nhsRegion,2021-08-17,80
E40000006,South West,nhsRegion,2021-08-16,70
E40000006,South West,nhsRegion,2021-08-15,55
E40000006,South West,nhsRegion,2021-08-14,66
E40000006,South West,nhsRegion,2021-08-13,71
E40000006,South West,nhsRegion,2021-08-12,77
E40000006,South West,nhsRegion,2021-08-11,58
E40000006,South West,nhsRegion,2021-08-10,65
E40000006,South West,nhsRegion,2021-08-09,59
E40000006,South West,nhsRegion,2021-08-08,46
E40000006,South West,nhsRegion,2021-08-07,52
E40000006,South West,nhsRegion,2021-08-06,66
E40000006,South West,nhsRegion,2021-08-05,58
E40000006,South West,nhsRegion,2021-08-04,82
E40000006,South West,nhsRegion,2021-08-03,43
E40000006,South West,nhsRegion,2021-08-02,70
E40000006,South West,nhsRegion,2021-08-01,64
E40000006,South West,nhsRegion,2021-07-31,34
E40000006,South West,nhsRegion,2021-07-30,54
E40000006,South West,nhsRegion,2021-07-29,64
E40000006,South West,nhsRegion,2021-07-28,60
E40000006,South West,nhsRegion,2021-07-27,79
E40000006,South West,nhsRegion,2021-07-26,79
E40000006,South West,nhsRegion,2021-07-25,83
E40000006,South West,nhsRegion,2021-07-24,50
E40000006,South West,nhsRegion,2021-07-23,58
E40000006,South West,nhsRegion,2021-07-22,78
E40000006,South West,nhsRegion,2021-07-21,63
E40000006,South West,nhsRegion,2021-07-20,68
E40000006,South West,nhsRegion,2021-07-19,57
E40000006,South West,nhsRegion,2021-07-18,60
E40000006,South West,nhsRegion,2021-07-17,51
E40000006,South West,nhsRegion,2021-07-16,63
E40000006,South West,nhsRegion,2021-07-15,65
E40000006,South West,nhsRegion,2021-07-14,51
E40000006,South West,nhsRegion,2021-07-13,51
E40000006,South West,nhsRegion,2021-07-12,48
E40000006,South West,nhsRegion,2021-07-11,40
E40000006,South West,nhsRegion,2021-07-10,27
E40000006,South West,nhsRegion,2021-07-09,26
E40000006,South West,nhsRegion,2021-07-08,33
E40000006,South West,nhsRegion,2021-07-07,34
E40000006,South West,nhsRegion,2021-07-06,30
E40000006,South West,nhsRegion,2021-07-05,16
E40000006,South West,nhsRegion,2021-07-04,20
E40000006,South West,nhsRegion,2021-07-03,29
E40000006,South West,nhsRegion,2021-07-02,25
E40000006,South West,nhsRegion,2021-07-01,19
E40000006,South West,nhsRegion,2021-06-30,28
E40000006,South West,nhsRegion,2021-06-29,16
E40000006,South West,nhsRegion,2021-06-28,20
E40000006,South West,nhsRegion,2021-06-27,17
E40000006,South West,nhsRegion,2021-06-26,12
E40000006,South West,nhsRegion,2021-06-25,14
E40000006,South West,nhsRegion,2021-06-24,13
E40000006,South West,nhsRegion,2021-06-23,21
E40000006,South West,nhsRegion,2021-06-22,16
E40000006,South West,nhsRegion,2021-06-21,16
E40000006,South West,nhsRegion,2021-06-20,7
E40000006,South West,nhsRegion,2021-06-19,13
E40000006,South West,nhsRegion,2021-06-18,14
E40000006,South West,nhsRegion,2021-06-17,9
E40000006,South West,nhsRegion,2021-06-16,10
E40000006,South West,nhsRegion,2021-06-15,13
E40000006,South West,nhsRegion,2021-06-14,3
E40000006,South West,nhsRegion,2021-06-13,6
E40000006,South West,nhsRegion,2021-06-12,5
E40000006,South West,nhsRegion,2021-06-11,6
E40000006,South West,nhsRegion,2021-06-10,8
E40000006,South West,nhsRegion,2021-06-09,10
E40000006,South West,nhsRegion,2021-06-08,7
E40000006,South West,nhsRegion,2021-06-07,7
E40000006,South West,nhsRegion,2021-06-06,1
E40000006,South West,nhsRegion,2021-06-05,7
E40000006,South West,nhsRegion,2021-06-04,6
E40000006,South West,nhsRegion,2021-06-03,3
E40000006,South West,nhsRegion,2021-06-02,1
E40000006,South West,nhsRegion,2021-06-01,3
E40000006,South West,nhsRegion,2021-05-31,3
E40000006,South West,nhsRegion,2021-05-30,4
E40000006,South West,nhsRegion,2021-05-29,1
E40000006,South West,nhsRegion,2021-05-28,1
E40000006,South West,nhsRegion,2021-05-27,2
E40000006,South West,nhsRegion,2021-05-26,0
E40000006,South West,nhsRegion,2021-05-25,0
E40000006,South West,nhsRegion,2021-05-24,3
E40000006,South West,nhsRegion,2021-05-23,4
E40000006,South West,nhsRegion,2021-05-22,6
E40000006,South West,nhsRegion,2021-05-21,4
E40000006,South West,nhsRegion,2021-05-20,7
E40000006,South West,nhsRegion,2021-05-19,8
E40000006,South West,nhsRegion,2021-05-18,6
E40000006,South West,nhsRegion,2021-05-17,4
E40000006,South West,nhsRegion,2021-05-16,4
E40000006,South West,nhsRegion,2021-05-15,3
E40000006,South West,nhsRegion,2021-05-14,1
E40000006,South West,nhsRegion,2021-05-13,5
E40000006,South West,nhsRegion,2021-05-12,10
E40000006,South West,nhsRegion,2021-05-11,7
E40000006,South West,nhsRegion,2021-05-10,8
E40000006,South West,nhsRegion,2021-05-09,5
E40000006,South West,nhsRegion,2021-05-08,8
E40000006,South West,nhsRegion,2021-05-07,7
E40000006,South West,nhsRegion,2021-05-06,5
E40000006,South West,nhsRegion,2021-05-05,8
E40000006,South West,nhsRegion,2021-05-04,7
E40000006,South West,nhsRegion,2021-05-03,3
E40000006,South West,nhsRegion,2021-05-02,3
E40000006,South West,nhsRegion,2021-05-01,4
E40000006,South West,nhsRegion,2021-04-30,2
E40000006,South West,nhsRegion,2021-04-29,3
E40000006,South West,nhsRegion,2021-04-28,4
E40000006,South West,nhsRegion,2021-04-27,8
E40000006,South West,nhsRegion,2021-04-26,12
E40000006,South West,nhsRegion,2021-04-25,6
E40000006,South West,nhsRegion,2021-04-24,4
E40000006,South West,nhsRegion,2021-04-23,8
E40000006,South West,nhsRegion,2021-04-22,9
E40000006,South West,nhsRegion,2021-04-21,10
E40000006,South West,nhsRegion,2021-04-20,4
E40000006,South West,nhsRegion,2021-04-19,11
E40000006,South West,nhsRegion,2021-04-18,4
E40000006,South West,nhsRegion,2021-04-17,9
E40000006,South West,nhsRegion,2021-04-16,5
E40000006,South West,nhsRegion,2021-04-15,9
E40000006,South West,nhsRegion,2021-04-14,17
E40000006,South West,nhsRegion,2021-04-13,10
E40000006,South West,nhsRegion,2021-04-12,15
E40000006,South West,nhsRegion,2021-04-11,6
E40000006,South West,nhsRegion,2021-04-10,9
E40000006,South West,nhsRegion,2021-04-09,13
E40000006,South West,nhsRegion,2021-04-08,7
E40000006,South West,nhsRegion,2021-04-07,13
E40000006,South West,nhsRegion,2021-04-06,9
E40000006,South West,nhsRegion,2021-04-05,7
E40000006,South West,nhsRegion,2021-04-04,11
E40000006,South West,nhsRegion,2021-04-03,5
E40000006,South West,nhsRegion,2021-04-02,7
E40000006,South West,nhsRegion,2021-04-01,14
E40000006,South West,nhsRegion,2021-03-31,15
E40000006,South West,nhsRegion,2021-03-30,14
E40000006,South West,nhsRegion,2021-03-29,8
E40000006,South West,nhsRegion,2021-03-28,13
E40000006,South West,nhsRegion,2021-03-27,9
E40000006,South West,nhsRegion,2021-03-26,18
E40000006,South West,nhsRegion,2021-03-25,13
E40000006,South West,nhsRegion,2021-03-24,24
E40000006,South West,nhsRegion,2021-03-23,20
E40000006,South West,nhsRegion,2021-03-22,21
E40000006,South West,nhsRegion,2021-03-21,19
E40000006,South West,nhsRegion,2021-03-20,18
E40000006,South West,nhsRegion,2021-03-19,9
E40000006,South West,nhsRegion,2021-03-18,23
E40000006,South West,nhsRegion,2021-03-17,18
E40000006,South West,nhsRegion,2021-03-16,23
E40000006,South West,nhsRegion,2021-03-15,27
E40000006,South West,nhsRegion,2021-03-14,23
E40000006,South West,nhsRegion,2021-03-13,23
E40000006,South West,nhsRegion,2021-03-12,23
E40000006,South West,nhsRegion,2021-03-11,39
E40000006,South West,nhsRegion,2021-03-10,37
E40000006,South West,nhsRegion,2021-03-09,32
E40000006,South West,nhsRegion,2021-03-08,27
E40000006,South West,nhsRegion,2021-03-07,31
E40000006,South West,nhsRegion,2021-03-06,34
E40000006,South West,nhsRegion,2021-03-05,33
E40000006,South West,nhsRegion,2021-03-04,44
E40000006,South West,nhsRegion,2021-03-03,30
E40000006,South West,nhsRegion,2021-03-02,31
E40000006,South West,nhsRegion,2021-03-01,36
E40000006,South West,nhsRegion,2021-02-28,36
E40000006,South West,nhsRegion,2021-02-27,32
E40000006,South West,nhsRegion,2021-02-26,37
E40000006,South West,nhsRegion,2021-02-25,42
E40000006,South West,nhsRegion,2021-02-24,56
E40000006,South West,nhsRegion,2021-02-23,61
E40000006,South West,nhsRegion,2021-02-22,52
E40000006,South West,nhsRegion,2021-02-21,66
E40000006,South West,nhsRegion,2021-02-20,38
E40000006,South West,nhsRegion,2021-02-19,66
E40000006,South West,nhsRegion,2021-02-18,78
E40000006,South West,nhsRegion,2021-02-17,96
E40000006,South West,nhsRegion,2021-02-16,88
E40000006,South West,nhsRegion,2021-02-15,79
E40000006,South West,nhsRegion,2021-02-14,89
E40000006,South West,nhsRegion,2021-02-13,71
E40000006,South West,nhsRegion,2021-02-12,96
E40000006,South West,nhsRegion,2021-02-11,110
E40000006,South West,nhsRegion,2021-02-10,110
E40000006,South West,nhsRegion,2021-02-09,97
E40000006,South West,nhsRegion,2021-02-08,128
E40000006,South West,nhsRegion,2021-02-07,120
E40000006,South West,nhsRegion,2021-02-06,124
E40000006,South West,nhsRegion,2021-02-05,149
E40000006,South West,nhsRegion,2021-02-04,110
E40000006,South West,nhsRegion,2021-02-03,157
E40000006,South West,nhsRegion,2021-02-02,184
E40000006,South West,nhsRegion,2021-02-01,173
E40000006,South West,nhsRegion,2021-01-31,148
E40000006,South West,nhsRegion,2021-01-30,150
E40000006,South West,nhsRegion,2021-01-29,206
E40000006,South West,nhsRegion,2021-01-28,223
E40000006,South West,nhsRegion,2021-01-27,211
E40000006,South West,nhsRegion,2021-01-26,207
E40000006,South West,nhsRegion,2021-01-25,208
E40000006,South West,nhsRegion,2021-01-24,212
E40000006,South West,nhsRegion,2021-01-23,193
E40000006,South West,nhsRegion,2021-01-22,271
E40000006,South West,nhsRegion,2021-01-21,239
E40000006,South West,nhsRegion,2021-01-20,281
E40000006,South West,nhsRegion,2021-01-19,285
E40000006,South West,nhsRegion,2021-01-18,296
E40000006,South West,nhsRegion,2021-01-17,281
E40000006,South West,nhsRegion,2021-01-16,247
E40000006,South West,nhsRegion,2021-01-15,272
E40000006,South West,nhsRegion,2021-01-14,326
E40000006,South West,nhsRegion,2021-01-13,347
E40000006,South West,nhsRegion,2021-01-12,319
E40000006,South West,nhsRegion,2021-01-11,288
E40000006,South West,nhsRegion,2021-01-10,279
E40000006,South West,nhsRegion,2021-01-09,277
E40000006,South West,nhsRegion,2021-01-08,249
E40000006,South West,nhsRegion,2021-01-07,243
E40000006,South West,nhsRegion,2021-01-06,251
E40000006,South West,nhsRegion,2021-01-05,200
E40000006,South West,nhsRegion,2021-01-04,272
E40000006,South West,nhsRegion,2021-01-03,190
E40000006,South West,nhsRegion,2021-01-02,168
E40000006,South West,nhsRegion,2021-01-01,173
E40000006,South West,nhsRegion,2020-12-31,140
E40000006,South West,nhsRegion,2020-12-30,220
E40000006,South West,nhsRegion,2020-12-29,148
E40000006,South West,nhsRegion,2020-12-28,163
E40000006,South West,nhsRegion,2020-12-27,113
E40000006,South West,nhsRegion,2020-12-26,114
E40000006,South West,nhsRegion,2020-12-25,101
E40000006,South West,nhsRegion,2020-12-24,91
E40000006,South West,nhsRegion,2020-12-23,103
E40000006,South West,nhsRegion,2020-12-22,130
E40000006,South West,nhsRegion,2020-12-21,112
E40000006,South West,nhsRegion,2020-12-20,106
E40000006,South West,nhsRegion,2020-12-19,91
E40000006,South West,nhsRegion,2020-12-18,90
E40000006,South West,nhsRegion,2020-12-17,133
E40000006,South West,nhsRegion,2020-12-16,105
E40000006,South West,nhsRegion,2020-12-15,112
E40000006,South West,nhsRegion,2020-12-14,125
E40000006,South West,nhsRegion,2020-12-13,118
E40000006,South West,nhsRegion,2020-12-12,103
E40000006,South West,nhsRegion,2020-12-11,103
E40000006,South West,nhsRegion,2020-12-10,104
E40000006,South West,nhsRegion,2020-12-09,131
E40000006,South West,nhsRegion,2020-12-08,85
E40000006,South West,nhsRegion,2020-12-07,114
E40000006,South West,nhsRegion,2020-12-06,92
E40000006,South West,nhsRegion,2020-12-05,83
E40000006,South West,nhsRegion,2020-12-04,69
E40000006,South West,nhsRegion,2020-12-03,87
E40000006,South West,nhsRegion,2020-12-02,97
E40000006,South West,nhsRegion,2020-12-01,78
E40000006,South West,nhsRegion,2020-11-30,84
E40000006,South West,nhsRegion,2020-11-29,94
E40000006,South West,nhsRegion,2020-11-28,100
E40000006,South West,nhsRegion,2020-11-27,87
E40000006,South West,nhsRegion,2020-11-26,101
E40000006,South West,nhsRegion,2020-11-25,121
E40000006,South West,nhsRegion,2020-11-24,103
E40000006,South West,nhsRegion,2020-11-23,122
E40000006,South West,nhsRegion,2020-11-22,117
E40000006,South West,nhsRegion,2020-11-21,103
E40000006,South West,nhsRegion,2020-11-20,95
E40000006,South West,nhsRegion,2020-11-19,94
E40000006,South West,nhsRegion,2020-11-18,127
E40000006,South West,nhsRegion,2020-11-17,127
E40000006,South West,nhsRegion,2020-11-16,105
E40000006,South West,nhsRegion,2020-11-15,120
E40000006,South West,nhsRegion,2020-11-14,105
E40000006,South West,nhsRegion,2020-11-13,129
E40000006,South West,nhsRegion,2020-11-12,170
E40000006,South West,nhsRegion,2020-11-11,135
E40000006,South West,nhsRegion,2020-11-10,79
E40000006,South West,nhsRegion,2020-11-09,109
E40000006,South West,nhsRegion,2020-11-08,111
E40000006,South West,nhsRegion,2020-11-07,110
E40000006,South West,nhsRegion,2020-11-06,103
E40000006,South West,nhsRegion,2020-11-05,105
E40000006,South West,nhsRegion,2020-11-04,102
E40000006,South West,nhsRegion,2020-11-03,86
E40000006,South West,nhsRegion,2020-11-02,91
E40000006,South West,nhsRegion,2020-11-01,76
E40000006,South West,nhsRegion,2020-10-31,99
E40000006,South West,nhsRegion,2020-10-30,80
E40000006,South West,nhsRegion,2020-10-29,69
E40000006,South West,nhsRegion,2020-10-28,69
E40000006,South West,nhsRegion,2020-10-27,63
E40000006,South West,nhsRegion,2020-10-26,88
E40000006,South West,nhsRegion,2020-10-25,64
E40000006,South West,nhsRegion,2020-10-24,46
E40000006,South West,nhsRegion,2020-10-23,36
E40000006,South West,nhsRegion,2020-10-22,36
E40000006,South West,nhsRegion,2020-10-21,48
E40000006,South West,nhsRegion,2020-10-20,43
E40000006,South West,nhsRegion,2020-10-19,52
E40000006,South West,nhsRegion,2020-10-18,34
E40000006,South West,nhsRegion,2020-10-17,37
E40000006,South West,nhsRegion,2020-10-16,22
E40000006,South West,nhsRegion,2020-10-15,33
E40000006,South West,nhsRegion,2020-10-14,46
E40000006,South West,nhsRegion,2020-10-13,23
E40000006,South West,nhsRegion,2020-10-12,32
E40000006,South West,nhsRegion,2020-10-11,34
E40000006,South West,nhsRegion,2020-10-10,18
E40000006,South West,nhsRegion,2020-10-09,23
E40000006,South West,nhsRegion,2020-10-08,35
E40000006,South West,nhsRegion,2020-10-07,21
E40000006,South West,nhsRegion,2020-10-06,21
E40000006,South West,nhsRegion,2020-10-05,20
E40000006,South West,nhsRegion,2020-10-04,15
E40000006,South West,nhsRegion,2020-10-03,10
E40000006,South West,nhsRegion,2020-10-02,14
E40000006,South West,nhsRegion,2020-10-01,13
E40000006,South West,nhsRegion,2020-09-30,5
E40000006,South West,nhsRegion,2020-09-29,9
E40000006,South West,nhsRegion,2020-09-28,4
E40000006,South West,nhsRegion,2020-09-27,4
E40000006,South West,nhsRegion,2020-09-26,5
E40000006,South West,nhsRegion,2020-09-25,8
E40000006,South West,nhsRegion,2020-09-24,9
E40000006,South West,nhsRegion,2020-09-23,6
E40000006,South West,nhsRegion,2020-09-22,8
E40000006,South West,nhsRegion,2020-09-21,8
E40000006,South West,nhsRegion,2020-09-20,8
E40000006,South West,nhsRegion,2020-09-19,7
E40000006,South West,nhsRegion,2020-09-18,4
E40000006,South West,nhsRegion,2020-09-17,4
E40000006,South West,nhsRegion,2020-09-16,5
E40000006,South West,nhsRegion,2020-09-15,4
E40000006,South West,nhsRegion,2020-09-14,0
E40000006,South West,nhsRegion,2020-09-13,3
E40000006,South West,nhsRegion,2020-09-12,1
E40000006,South West,nhsRegion,2020-09-11,3
E40000006,South West,nhsRegion,2020-09-10,7
E40000006,South West,nhsRegion,2020-09-09,5
E40000006,South West,nhsRegion,2020-09-08,5
E40000006,South West,nhsRegion,2020-09-07,2
E40000006,South West,nhsRegion,2020-09-06,2
E40000006,South West,nhsRegion,2020-09-05,1
E40000006,South West,nhsRegion,2020-09-04,1
E40000006,South West,nhsRegion,2020-09-03,1
E40000006,South West,nhsRegion,2020-09-02,4
E40000006,South West,nhsRegion,2020-09-01,2
E40000006,South West,nhsRegion,2020-08-31,0
E40000006,South West,nhsRegion,2020-08-30,1
E40000006,South West,nhsRegion,2020-08-29,2
E40000006,South West,nhsRegion,2020-08-28,2
E40000006,South West,nhsRegion,2020-08-27,2
E40000006,South West,nhsRegion,2020-08-26,0
E40000006,South West,nhsRegion,2020-08-25,2
E40000006,South West,nhsRegion,2020-08-24,2
E40000006,South West,nhsRegion,2020-08-23,1
E40000006,South West,nhsRegion,2020-08-22,1
E40000006,South West,nhsRegion,2020-08-21,6
E40000006,South West,nhsRegion,2020-08-20,5
E40000006,South West,nhsRegion,2020-08-19,4
E40000006,South West,nhsRegion,2020-08-18,5
E40000006,South West,nhsRegion,2020-08-17,3
E40000006,South West,nhsRegion,2020-08-16,2
E40000006,South West,nhsRegion,2020-08-15,2
E40000006,South West,nhsRegion,2020-08-14,2
E40000006,South West,nhsRegion,2020-08-13,1
E40000006,South West,nhsRegion,2020-08-12,4
E40000006,South West,nhsRegion,2020-08-11,2
E40000006,South West,nhsRegion,2020-08-10,4
E40000006,South West,nhsRegion,2020-08-09,0
E40000006,South West,nhsRegion,2020-08-08,2
E40000006,South West,nhsRegion,2020-08-07,4
E40000006,South West,nhsRegion,2020-08-06,3
E40000006,South West,nhsRegion,2020-08-05,1
E40000006,South West,nhsRegion,2020-08-04,4
E40000006,South West,nhsRegion,2020-08-03,4
E40000006,South West,nhsRegion,2020-08-02,4
E40000006,South West,nhsRegion,2020-08-01,1
E40000006,South West,nhsRegion,2020-07-31,4
E40000006,South West,nhsRegion,2020-07-30,2
E40000006,South West,nhsRegion,2020-07-29,3
E40000006,South West,nhsRegion,2020-07-28,2
E40000006,South West,nhsRegion,2020-07-27,6
E40000006,South West,nhsRegion,2020-07-26,3
E40000006,South West,nhsRegion,2020-07-25,5
E40000006,South West,nhsRegion,2020-07-24,0
E40000006,South West,nhsRegion,2020-07-23,2
E40000006,South West,nhsRegion,2020-07-22,3
E40000006,South West,nhsRegion,2020-07-21,1
E40000006,South West,nhsRegion,2020-07-20,2
E40000006,South West,nhsRegion,2020-07-19,2
E40000006,South West,nhsRegion,2020-07-18,2
E40000006,South West,nhsRegion,2020-07-17,7
E40000006,South West,nhsRegion,2020-07-16,3
E40000006,South West,nhsRegion,2020-07-15,5
E40000006,South West,nhsRegion,2020-07-14,5
