country,year,HFI,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year"
Slovenia,2014,,5.678395271,10.25476551,0.908347547,70.94329071,0.887747705,0.044557199,0.909118295,0.619817793,0.290812403,0.176851004,0.960940123,0.848769665,2.046137094,0.360337198,0.257,0.249090909,0.378871739
Slovenia,2016,,5.936821461,10.3067131,0.934487343,70.94329071,0.903551102,-0.062880538,0.838474393,0.626205564,0.271624178,0.249845102,0.996108115,0.911294937,2.107287884,0.354952216,,0.249090909,0.360811561
Somalia,2014,,5.528272629,,0.610835552,47.09350586,0.873878837,,0.456470013,0.834453702,0.207215205,0.625451207,-2.31531024,-2.144973993,2.604817629,0.471181095,,,0.619422734
Somalia,2016,,4.667941093,,0.594416559,47.78492737,0.917322814,,0.44080174,0.891423166,0.193282232,0.700681686,-2.081905603,-2.126179695,2.17738986,0.466456145,,,0.491746068
Somaliland region,2010,,4.657363415,,0.829004526,,0.820181906,,0.471094489,0.769374847,0.08342576,0.587192237,,,1.685993552,0.362006009,,,0.436828256
Somaliland region,2012,,5.057314396,,0.786291242,,0.758219004,,0.333831728,0.73518914,0.152428225,0.651241541,,,1.84780252,0.3653723,,,0.533574641
South Africa,2008,,5.346306801,9.408912659,0.809542179,46.42216492,0.748846471,-0.10683085,0.865791023,0.772835195,0.206242844,0.461442381,0.312690705,0.32304129,1.798797011,0.336456001,0.63,0.6225,
South Africa,2010,,4.652428627,9.395070076,0.917056024,48.29406738,0.738905966,-0.213509202,0.79062891,0.793740094,0.123753376,0.593964458,0.286321342,0.257048637,1.890274644,0.406298459,,0.6225,0.537494361
South Africa,2012,,5.133887768,9.419760704,0.906595111,50.58544159,0.590144992,-0.174449459,0.838216782,0.761366546,0.178183243,0.425877452,0.278383315,0.180559263,2.17634201,0.423916936,,0.6225,0.565795124
South Africa,2014,,4.828456402,9.430441856,0.881152213,52.68972397,0.794030964,-0.128491253,0.820258021,0.797623813,0.24335815,0.487997681,0.247864589,0.187507555,2.047690868,0.424088091,,0.6225,0.633955836
South Africa,2016,,4.769739628,9.414111137,0.875389755,54.38278198,0.774136424,-0.081525691,0.812858999,0.785723627,0.301327765,0.483122289,0.256476521,0.151557788,2.779821396,0.582803607,,0.6225,0.568359911
South Korea,2008,,5.389624596,10.26075554,0.753609836,71.94797516,0.52367878,-0.112496719,0.770959556,0.642738521,0.239057273,0.273481339,0.539519012,0.783466816,2.084544659,0.386769921,0.323,0.319,
South Korea,2010,,6.116024494,10.32062149,0.815516651,72.59554291,0.676652968,-0.0436147,0.751621127,0.661970615,0.130337119,0.324227005,0.533491373,0.903217912,1.968296051,0.321826071,0.32,0.319,0.386877596
South Korea,2012,,6.003286839,10.36649513,0.77539736,73.19233704,0.61839807,,0.843719423,0.663814723,0.206364661,0.230812564,0.496349543,0.903217018,2.070386887,0.344875544,0.316,0.319,0.386265218
South Korea,2014,,5.801325321,10.41707993,0.737754107,74.04169464,0.623193622,-0.053714354,0.834068358,0.652948856,0.282807708,0.284103513,0.394397378,0.954131842,2.224407673,0.383430958,,0.319,0.434228957
South Korea,2016,,5.970564365,10.46269894,0.811163485,74.04169464,0.590956032,0.015434954,0.861816347,0.676223397,0.232732683,0.237081572,0.398182631,0.924594283,2.129230738,0.356621355,,0.319,0.388548255
South Sudan,2014,,3.831992388,7.595668793,0.545118451,48.69511795,0.567259312,0.02525798,0.741540551,0.614023983,0.428319663,0.446467072,-2.132232904,-1.7871207,3.043642998,0.794271648,,0.463,0.940946221
South Sudan,2016,,2.888112307,7.461285591,0.532151818,49.5784874,0.439919025,0.01706657,0.785317779,0.614770651,0.549256921,0.456287563,-2.044661045,-1.846153021,2.909562349,1.007426977,,0.463,0.740203083
Spain,2008,,7.294472694,10.43892574,0.9482705,72.26609039,0.83378607,-0.159639508,0.683210194,0.772095263,0.259690791,0.579760432,0.402238131,1.139710546,1.791767478,0.245633587,0.342,0.344545455,
Spain,2010,,6.188262463,10.38921356,0.949940383,72.66778564,0.796495557,-0.147801533,0.839746296,0.724312365,0.321819484,0.302731603,0.402249694,1.107105613,1.995815992,0.322516382,0.353,0.344545455,0.379620492
Spain,2012,,6.290690422,10.34525871,0.937023342,73.37998199,0.754586101,-0.068857409,0.843593001,0.749276638,0.366474479,0.339146554,0.517331183,1.066681504,2.038798571,0.324097753,0.354,0.344545455,0.359645665
Spain,2014,,6.456477642,10.34802628,0.947864413,74.09434509,0.738472342,-0.037409976,0.853887916,0.716265917,0.335460007,0.210619807,0.618423641,0.873171568,1.761917591,0.272891462,0.36,0.344545455,0.423291177
Spain,2016,,6.318612099,10.41478729,0.941736817,74.36359406,0.768173754,-0.057693832,0.818558574,0.652816117,0.300829351,0.302516669,0.773103893,0.906595349,1.606149554,0.254193395,,0.344545455,0.384632498
Sri Lanka,2008,,4.430846214,8.958469391,0.815702736,64.30767822,0.833835602,0.155954778,0.861397326,0.789876878,0.152587533,0.720333278,-1.130865932,-0.181709647,1.767445683,0.398895741,,0.39225,
Sri Lanka,2010,,3.976905107,9.055231094,0.814367235,64.40462494,0.738208532,0.251408398,0.769477904,0.822604775,0.163471773,0.807552159,-0.724087954,-0.238926068,1.75406301,0.441062331,,0.39225,0.321851015
Sri Lanka,2012,,4.224593163,9.208340645,0.824357271,64.58774567,0.800397217,0.153034613,0.822879076,0.863880336,0.196870834,0.777017355,-0.646179259,-0.16979301,1.813476205,0.429266483,0.392,0.39225,0.378927261
Sri Lanka,2014,,4.267932892,9.273351669,0.804798007,64.83937073,0.867936432,0.291067839,0.790626824,0.842814744,0.186895683,0.772360444,-0.498832494,-0.140314847,1.978820205,0.463648379,,0.39225,0.353270084
Sudan,2010,,4.435159683,8.121508598,0.854824424,52.66412735,0.648155332,-0.049266271,0.736897171,0.668583095,0.220789164,,-2.195433855,-1.298002958,1.708692431,0.385260642,,0.354,0.495025724
Sudan,2012,,4.550499439,8.318027496,0.812500715,53.30289841,0.411947906,-0.064391643,0.733679295,0.576177895,0.242373869,,-2.017451763,-1.405126214,1.59638381,0.350815088,,0.354,0.7994771
Sudan,2014,,4.138672829,8.340058327,0.81061554,53.82001114,0.3900958,-0.07236103,0.793785036,0.540845037,0.302724987,,-2.049856186,-1.397204399,2.62220645,0.633586287,,0.354,0.455438644
Suriname,2012,,6.269286633,9.624583244,0.797262073,60.69157028,0.885488451,-0.080004871,0.751282871,0.764222682,0.250364989,0.72176528,0.210094452,-0.21857205,1.948390126,0.310783386,,,0.367604166
Sweden,2008,,7.51599741,10.67973709,0.923092127,71.20975494,0.911609292,0.111786045,0.313961208,0.804466605,0.134403035,0.517427444,1.325071335,1.937760592,1.552276254,0.206529647,0.268,0.267454545,
Sweden,2010,,7.496018887,10.66761875,0.97024262,71.5181427,0.904699981,0.128606394,0.253086656,0.833033264,0.20011203,0.602851212,1.318448424,1.973138213,1.593267798,0.212548524,0.265,0.267454545,0.309502602
Sweden,2012,,7.560147762,10.67609787,0.929397464,71.74086761,0.944382191,0.119244285,0.253543109,0.855099976,0.170226127,0.626497209,1.430477619,2.032324076,1.587887406,0.210033908,0.271,0.267454545,0.319790423
Sweden,2014,,7.239147663,10.69574738,0.932719827,72.22272491,0.945273399,0.188916102,0.250389993,0.835672259,0.207688317,0.563272059,1.338251948,1.940165281,1.566648722,0.216413423,0.272,0.267454545,0.382445574
Sweden,2016,,7.368744373,10.75068665,0.912060678,72.74526978,0.918036401,0.131626412,0.246182442,0.815695107,0.200606912,0.485791326,1.241599798,1.976513028,1.63049984,0.221272409,,0.267454545,0.425117075
Switzerland,2012,,7.776208878,10.93577576,0.94686389,72.73400116,0.945428014,0.12572737,0.323240787,0.859107256,0.176007092,0.769940197,1.529229045,1.879036784,1.564780593,0.201226667,0.316,0.327571429,0.308629304
Switzerland,2014,,7.492803574,10.95462418,0.958796322,73.17375946,0.949401438,0.047115862,0.283089578,0.822913229,0.188794166,0.75163132,1.481070995,2.016315699,1.524784923,0.203499913,,0.327571429,0.328428507
Switzerland,2016,,7.458519936,10.95832348,0.927628279,73.17375946,0.933947086,0.075722456,0.301562965,0.779470801,0.206316724,0.798536718,1.39024353,1.980968714,1.694410086,0.227177799,,0.327571429,0.510792732
Syria,2008,,5.32333231,8.536138535,0.712369621,64.03102112,0.66075325,0.121354982,0.680203855,0.609097064,0.338427007,,-1.030371666,-0.912850559,1.921644926,0.360985339,,0.358,
Syria,2010,,4.464707851,8.569223404,0.934231639,62.76543808,0.647047997,0.010572175,0.743093967,0.557651937,0.224643707,,-1.251231074,-0.806899786,2.151679516,0.481930643,,0.358,0.49800685
Syria,2012,,3.164491177,8.609065056,0.588395178,61.47408295,0.466770619,0.30370754,0.672964215,0.464438587,0.704589665,,-2.26324749,-1.25451839,2.508209467,0.792610645,,0.358,0.458946973
Taiwan Province of China,2008,,5.547682285,10.45343113,0.83000499,69.13999939,0.641715348,-0.026017087,0.784831822,0.794351518,0.169156894,0.41673243,0.778196812,0.862045646,2.165255785,0.390299171,,,
Taiwan Province of China,2010,,6.228530884,10.53376865,0.831412911,69.59999847,0.676587284,-0.004724982,0.821364701,0.845344603,0.135867342,0.433026195,0.843942583,1.0125283,1.942993522,0.311950535,,,0.437055558
Taiwan Province of China,2012,,6.125916958,,0.825072408,70.05999756,0.698195159,,0.802829146,0.821361542,0.140010804,0.33514151,0.870516479,1.028488517,2.035462141,0.332270592,,,0.433278471
Taiwan Province of China,2014,,6.36349678,,0.870011866,70.51999664,0.692899764,,0.865740597,0.848840654,0.108366139,0.270723104,0.824068308,1.166718841,1.806699514,0.283916146,,,0.372486085
Taiwan Province of China,2016,,6.512850761,,0.894989252,70.97999573,0.718925178,,0.810521007,0.83315289,0.108305417,0.404713333,0.981160998,1.163956642,1.964969754,0.301706553,,,0.396370918
Tajikistan,2008,,5.063986778,7.596840858,0.700900733,60.93342209,0.815954745,0.019663,0.723376989,0.605863094,0.16043596,0.879889667,-1.092873931,-1.156870604,1.556004643,0.307268709,,0.31875,
Tajikistan,2010,,4.380636215,7.652706623,0.759163022,61.5903244,0.78449589,0.063700311,0.678527772,0.64268297,0.191733032,0.909929097,-1.23280859,-1.109408379,1.289263844,0.294309735,,0.31875,0.382169783
Tajikistan,2012,,4.496571541,7.751204014,0.728590906,62.10417557,0.749034524,-0.071462199,0.717097759,0.714460313,0.19819133,0.921518028,-1.33163166,-1.102040648,1.14977777,0.255700976,0.305,0.31875,0.360984385
Tajikistan,2014,,4.896157742,7.842475414,0.809826255,62.4943924,0.852732241,0.002124814,0.698430777,0.656046808,0.196153805,0.830833197,-1.094413161,-0.984253764,1.627056718,0.332312971,0.308,0.31875,0.367333591
Tajikistan,2016,,5.103721142,7.923922062,0.856656969,62.81229782,0.703026891,0.00938015,0.631887853,0.644484639,0.219799668,0.844887733,-1.232459188,-1.091291428,1.673879862,0.327972442,,0.31875,0.336324602
Tanzania,2008,,4.384741783,7.594338417,0.77436012,50.39577484,0.562211752,0.249818623,0.930031776,0.744346201,0.178047031,0.51525718,-0.197124302,-0.441451669,1.687453032,0.384846628,,0.384666667,
Tanzania,2010,,3.229129076,7.645198345,0.812531769,51.87697601,0.597121656,0.132945448,0.866263866,0.71656698,0.146118715,0.640798569,-0.058209799,-0.5103966,1.800731063,0.557652235,,0.384666667,0.45316422
Tanzania,2012,,4.006897449,7.708782673,0.832056403,53.2678566,0.577453315,0.20654723,0.886997938,0.678828418,0.195307106,0.414645106,-0.062279701,-0.592591941,1.915126324,0.477957398,,0.384666667,0.538572907
Tanzania,2014,,3.483278513,7.784098148,0.789081037,54.65838242,0.654125094,0.10295748,0.877885878,0.730892956,0.241430685,0.645994246,-0.394690096,-0.53406018,2.82785058,0.811835885,,0.384666667,0.592679143
Tanzania,2016,,2.90273428,7.856814861,0.63775593,55.99645233,0.77548492,0.170367196,0.739247262,0.693552375,0.245985955,0.899560869,-0.293201685,-0.470676929,2.513808489,0.866014004,,0.384666667,0.607147813
Thailand,2008,,5.636471272,9.453847885,0.831711292,64.4602356,0.867833734,0.416122079,0.933372617,0.819037616,0.145058736,0.406274229,-0.90055126,-0.029252097,1.781068802,0.315990031,0.403,0.402636364,
Thailand,2010,,6.216702938,9.509449005,0.897651255,65.02689362,0.859636426,0.526286066,0.916693389,0.901267946,0.181523174,0.683404207,-0.969305158,-0.04427252,1.718037963,0.276358396,0.394,0.402636364,0.4173235
Thailand,2012,,6.300235271,9.578333855,0.906098127,65.48678589,0.846932828,0.369734466,0.908612072,0.854543984,0.137503058,0.702815235,-0.768885911,-0.012249041,1.761228085,0.279549569,0.393,0.402636364,0.441255271
Thailand,2014,,6.985463619,9.605988503,0.933167398,65.88036346,0.899846315,0.54221499,0.919834435,0.811369598,0.16873844,0.720304966,-0.890584469,-0.007606622,2.000872374,0.286433727,,0.402636364,0.456662297
Thailand,2016,,6.07363987,9.660334587,0.907543659,66.23931885,0.924145699,0.345258892,0.877978384,0.834758341,0.217879668,0.645925045,-1.015279174,0.028222356,2.232674599,0.367600769,,0.402636364,0.475905448
Togo,2008,,2.807855129,7.077161789,0.291333675,48.40523529,0.286814392,-0.056087237,0.931986213,0.362497687,0.378714591,0.170060903,-0.578870595,-1.062226295,1.737781525,0.618900001,,0.437333333,
Togo,2014,,2.83895874,7.181850433,0.444339007,51.35891342,0.663193226,-0.080323517,0.79534179,0.582749844,0.442813188,0.47710976,-0.466807753,-0.955069423,1.822799802,0.6420663,,0.437333333,0.625356972
Togo,2016,,3.878578424,7.231366634,0.509440958,51.95782089,0.730286777,-0.002163592,0.815044165,0.604244173,0.482885897,0.485859901,-0.353067905,-0.809335232,2.548235893,0.657002568,,0.437333333,0.499219447
Trinidad and Tobago,2008,,6.696444035,10.37195969,0.858300388,60.4984169,0.838140428,0.061395265,0.958828151,0.817197502,0.183789805,0.287057579,0.208884403,0.135110915,2.018752813,0.301466405,,,
Tunisia,2010,,5.130520821,9.253051758,0.863187671,64.96768188,0.623592854,-0.150295362,0.732379258,0.724581182,0.248912811,0.903174698,-0.740070939,-0.002242327,1.513248682,0.294950306,0.358,0.381,0.291472375
Tunisia,2012,,4.463531017,9.249967575,0.614422798,65.147995,0.567737222,-0.191103399,0.899453163,0.520914137,0.326999813,0.435219467,-0.446484566,-0.103036761,2.117940903,0.474498987,,0.381,0.435334772
Tunisia,2014,,4.763594627,9.282795906,0.680260599,65.4045639,0.588934243,-0.246644452,0.783134162,0.502727926,0.320770472,0.391600043,-0.329438746,-0.162200704,2.1039505,0.441672862,,0.381,0.39487353
Tunisia,2016,,4.521453381,9.282848358,0.701822102,65.72189331,0.614438355,-0.179536998,0.810745656,0.612341106,0.378108263,0.347431242,-0.329550922,-0.19398506,2.132902622,0.471729428,,0.381,0.388674706
Turkey,2008,,5.118231773,9.789019585,0.644873619,63.70245361,0.415497869,-0.197107226,0.785390556,0.614248514,0.345338136,0.597622991,-0.43242842,0.180865824,2.364778996,0.46203047,0.39,0.403076923,
Turkey,2010,,5.490347385,9.795861244,0.794905484,64.21484375,0.514920354,-0.19555001,0.810895741,0.651792586,0.327065974,0.545994282,-0.500053108,0.18338789,2.040553808,0.37166205,0.388,0.403076923,0.353762984
Turkey,2012,,5.309076309,9.917490959,0.739280581,64.68478394,0.470903218,-0.224778861,0.701850235,0.644781053,0.334832817,0.53099966,-0.713732719,0.255665541,1.974840164,0.371974349,0.402,0.403076923,0.330034256
Turkey,2014,,5.579794407,10.01690006,0.863288283,65.13185883,0.649196088,-0.033587892,0.764013529,0.483358771,0.377324939,0.556478322,-0.712227821,0.155479848,2.391303301,0.428564757,0.412,0.403076923,0.363414019
Turkey,2016,,5.326221943,10.07561111,0.879994631,65.57377625,0.64414674,-0.075362623,0.763706565,0.465150654,0.389962941,0.583728254,-1.316572189,-0.028506113,2.388296366,0.448403478,,0.403076923,0.337579966
Turkmenistan,2012,,5.463827133,9.412086487,0.945841253,59.65255356,0.78556335,-0.146875903,,0.584448338,0.1168807,,-0.911170304,-1.53964889,1.871497869,0.342525095,,,0.237146124
Turkmenistan,2014,,5.787379265,9.570275307,0.908927441,59.99171829,0.804678082,0.006943855,,0.695216238,0.153949738,,-1.092476249,-1.3949157,1.976514339,0.341521472,,,0.2731601
Turkmenistan,2016,,5.887051582,9.658122063,0.929032266,60.25903702,0.7485044,-0.020934045,,0.636388659,0.255499244,,-1.219764948,-1.56330049,1.15406096,0.196033776,,,0.223470286
Uganda,2008,,4.568619251,7.271780491,0.812828124,47.70662689,0.577933729,-0.041435409,0.848458529,0.640577078,0.239572912,0.495678872,-0.693096042,-0.499997228,1.53751564,0.336538374,,0.43325,
Uganda,2010,,4.192882061,7.32374239,0.830155492,49.06673813,0.800667286,-0.001227713,0.854991913,0.647654116,0.251241982,0.662705898,-0.759475291,-0.503277957,1.862402201,0.444181859,,0.43325,0.525259852
Uganda,2012,,4.309237957,7.383019924,0.884721696,50.0959053,0.649463236,0.094537929,0.837545872,0.753983974,0.265322387,0.396223307,-0.681256294,-0.536405623,1.750787735,0.406287074,0.41,0.43325,0.694141626
Uganda,2014,,3.769919157,7.400788784,0.821205795,50.85323715,0.834174395,0.022678981,0.897995412,0.680730462,0.396719784,0.57691586,-0.763061464,-0.547478855,2.254937887,0.598139584,,0.43325,0.692854524
Uganda,2016,,4.233261108,7.430756092,0.753540218,51.46006393,0.739409745,0.144682214,0.811069787,0.667976141,0.410066664,0.671565831,-0.717801034,-0.522682667,3.095494986,0.731231749,,0.43325,0.655537009
Ukraine,2008,,5.172380447,9.075629234,0.860013783,60.56115723,0.486626983,-0.247107163,0.929175198,0.573152661,0.185805932,0.159723967,0.066538751,-0.692863047,1.974259615,0.381692648,0.266,0.266,
Ukraine,2010,,5.057561398,8.965014458,0.883555114,62.34814072,0.483833194,-0.170597658,0.953752279,0.512682855,0.227200434,0.263286889,-0.035436217,-0.783826888,1.743924022,0.344815195,0.248,0.266,0.353188962
Ukraine,2012,,5.030342102,9.026679039,0.897573471,62.95043945,0.563649774,-0.205425665,0.896237016,0.570337653,0.192819074,0.236936122,-0.185908958,-0.759702504,1.977613568,0.393137008,0.247,0.266,0.355269223
Ukraine,2014,,4.297329903,9.017176628,0.876760185,63.16555786,0.533267498,0.101574235,0.926788926,0.594336987,0.248560056,0.242528632,-1.081532598,-0.706851423,1.954745054,0.454874337,0.241,0.266,0.412379056
Ukraine,2016,,4.028690338,8.944818497,0.884961367,63.17075348,0.5025419,0.028647501,0.891075134,0.588721693,0.219624251,0.125653401,-0.933315337,-0.654637218,2.041719675,0.50679487,,0.266,0.385915518
United Arab Emirates,2010,,7.097455502,10.96092796,0.911762357,67.61258698,0.877750754,0.030095892,0.355115891,0.762652338,0.23301357,,-0.050877452,0.609364748,1.90211761,0.267999947,,,0.356742352
United Arab Emirates,2012,,7.217766762,10.99897861,0.855876803,67.89845276,0.919792593,,,0.767661452,0.223985344,,-0.068783879,0.882221997,1.698895574,0.235376894,,,0.416293889
United Arab Emirates,2014,,6.539854527,11.06861877,,68.17193604,,,,,,,-0.146229833,1.070845127,2.150110722,0.328770429,,,0.52322191
United Arab Emirates,2016,,6.83095026,11.11443233,0.849379838,68.44501495,0.949119508,0.106182665,,0.775128484,0.244667903,,-0.340456009,1.137473464,2.145559549,0.314093858,,,0.531380653
United Kingdom,2008,,6.986463547,10.54279518,0.953838587,69.77284241,0.759144187,0.320796579,0.547769129,0.818950593,0.218296558,0.324165732,0.907858193,1.704907894,1.74773705,0.250160486,0.341,0.342,
United Kingdom,2010,,7.029364109,10.50141621,0.955068171,70.47621155,0.841306746,0.393231273,0.586813152,0.862620771,0.176342949,0.50351125,0.850906134,1.667571664,1.853852868,0.263729811,0.344,0.342,0.544114292
United Kingdom,2012,,6.880784035,10.51577282,0.934574962,70.91662598,0.888970494,0.361319065,0.425169915,0.844452202,0.184244528,0.421262175,0.87070173,1.646371841,1.870208263,0.271801621,0.323,0.342,0.652187049
United Kingdom,2014,,6.758147717,10.55194569,0.910247326,71.26724243,0.85703969,0.344311208,0.484118432,0.793992698,0.251140326,0.422672093,0.845568657,1.770141125,1.87745738,0.277806491,0.341,0.342,0.48483628
United Kingdom,2016,,6.8242836,10.57719326,0.954068184,71.79316711,0.821192145,0.239836901,0.458313286,0.775853157,0.22958678,0.40863207,0.808277428,1.719783783,1.628819704,0.23867996,,0.342,0.382931799
United States,2008,,7.280385971,10.82742596,0.952587247,69.14850616,0.877956271,0.238993734,0.668495476,0.871967971,0.226823047,0.379220605,0.864745378,1.559145331,1.778599501,0.244300172,,0.4068,
United States,2010,,7.16361618,10.80715179,0.926158726,69.59370422,0.828044355,0.228549257,0.689582586,0.860642135,0.231052637,0.418275833,0.786004841,1.478329778,2.182073832,0.304605067,0.404,0.4068,0.739406407
United States,2012,,7.026226997,10.83011532,0.903192282,69.7709198,0.822662294,0.199201018,0.71003443,0.833771288,0.259643853,0.348855615,0.897014558,1.467069626,2.163159847,0.307869345,,0.4068,0.629069328
United States,2014,,7.151114464,10.85574341,0.902097046,69.7709198,0.866076887,0.205879509,0.702267468,0.834294438,0.281265348,0.348671198,0.826821387,1.433887959,2.070653915,0.289556801,,0.4068,0.753396153
United States,2016,,6.803599834,10.88447571,0.896751285,69.7709198,0.757893085,0.12846604,0.738919556,0.80567354,0.264203817,0.297205657,0.728748739,1.493717551,1.972202778,0.289876372,,0.4068,0.69331491
Uruguay,2008,,5.663869858,9.63612175,0.879113853,67.20659637,0.807930231,-0.155601844,0.596766949,0.751168072,0.26400578,0.590951741,0.954206944,0.665095866,2.249797821,0.397219181,0.463,0.4426,
Uruguay,2010,,6.062010765,9.745803833,0.893039763,67.46670532,0.832241356,-0.17134437,0.47137624,0.806706965,0.231179178,0.728630126,0.985765755,0.7597422,2.039394855,0.336422175,0.453,0.4426,0.388047606
Uruguay,2012,,6.449728489,9.824302673,0.864693701,67.72479248,0.870590031,0.053386752,0.615349591,0.787868023,0.214202747,0.584287286,0.885067284,0.706581712,2.317138672,0.359261423,0.413,0.4426,0.413144767
Uruguay,2014,,6.561443806,9.894828796,0.901897848,67.98419189,0.904332876,-0.086900182,0.53349489,0.869248688,0.251498908,0.595346212,1.049871445,0.775582314,2.09660387,0.319533914,0.416,0.4426,0.43732059
Uruguay,2016,,6.171485424,9.905831337,0.900380909,68.24830627,0.886371911,-0.085954465,0.676212788,0.84154886,0.283180267,0.423132598,1.140277624,0.747620761,2.31823349,0.37563622,,0.4426,0.428162873
Uzbekistan,2008,,5.311368465,8.237883568,0.894025862,61.2532959,0.831268847,-0.022555074,,0.713682711,0.186682403,,-1.65461576,-1.117823958,1.824977636,0.343598396,,0.348,
Uzbekistan,2010,,5.095342159,8.352248192,0.903226435,61.85615921,,-0.03087309,0.51872021,0.775874078,0.151882708,,-1.403055668,-1.244315505,1.669029236,0.327559799,,0.348,0.330613524
Uzbekistan,2012,,6.019331932,8.469233513,0.933141291,62.38180542,0.913550138,-0.039761808,0.463375092,0.785678804,0.118176885,,-1.276144147,-1.270596623,2.020273924,0.335630924,,0.348,0.327621877
Uzbekistan,2014,,6.049212456,8.588744164,0.952406049,62.7622757,0.954481184,0.057538215,0.536461055,0.804544687,0.106158175,,-1.093180299,-1.16349411,2.071448565,0.342432767,,0.348,0.367700785
Uzbekistan,2016,,5.892539024,8.705972672,0.945102155,63.03154373,0.983803034,0.202184632,,0.841676295,0.146897659,0.978045106,-1.115213037,-1.136394501,2.330657482,0.395526856,,0.348,0.564408362
Venezuela,2008,,6.257771492,9.792393684,0.922433853,63.81007767,0.678400517,-0.247713178,0.776102602,0.801529706,0.224190742,0.53069824,-1.031628489,-1.328963995,2.141080379,0.34214741,,0.497166667,
Venezuela,2010,,7.47845459,9.713837624,0.931575835,63.98104858,0.768256962,-0.170376584,0.754268944,0.861522317,0.129685894,0.588830411,-1.063392043,-1.404302955,2.289490938,0.306144923,,0.497166667,0.313196361
Venezuela,2012,,7.066577435,9.780121803,0.931629658,64.19911194,0.80410856,-0.205540046,0.743374348,0.857872844,0.176307857,0.539273024,-0.967048168,-1.405262709,2.325374365,0.329066575,,0.497166667,0.293287933
Venezuela,2014,,6.136096478,9.725855827,0.903955817,64.45954895,0.569961905,-0.226648971,0.826534986,0.810578346,0.243603572,0.202779502,-0.967883587,-1.589446783,2.258092165,0.368001401,,0.497166667,0.413278311
Venezuela,2016,,4.041114807,9.534058571,0.901949286,64.74676514,0.457601577,-0.20690684,0.890124679,0.688201249,0.391754121,0.164021522,-1.080448508,-1.71533525,2.649299622,0.655586302,,0.497166667,0.397182971
Vietnam,2008,,5.480425358,8.315033913,0.804560363,64.81778717,0.888624668,0.202312633,0.789237559,0.665096939,0.217537612,0.866248786,-0.666042328,-0.500649154,1.352212429,0.246734947,0.356,0.364285714,
Vietnam,2010,,5.295780659,8.408774376,0.786611378,65.10591125,0.831494451,-0.004509777,0.74263674,0.685243249,0.215798423,0.850196421,-0.674287617,-0.522662878,1.422252893,0.26856342,0.393,0.364285714,0.479870409
Vietnam,2012,,5.53456974,8.499093056,0.775008678,65.4106369,0.856053472,-0.10952954,0.814884901,0.615127861,0.221355975,0.856453717,-0.576355159,-0.50453943,1.454640627,0.262828141,0.357,0.364285714,0.43801403
Vietnam,2014,,5.084923267,8.588622093,0.792168498,65.73538971,,0.000278395,,0.701385736,0.240606785,,-0.698531151,-0.363538295,1.769163251,0.347923279,0.348,0.364285714,0.489909858
Vietnam,2016,,5.062267303,8.692029953,0.876323581,66.07563782,0.894351125,-0.090151913,0.799240172,0.536225736,0.222550198,,-0.619271696,-0.19797565,1.767819405,0.349214941,,0.364285714,0.436877966
Yemen,2010,,4.35031271,8.407097816,0.726612389,53.5766449,0.659283996,-0.108765841,0.853403211,0.582426667,0.308332771,0.520392537,-1.877492547,-0.978428721,2.240304232,0.514975429,,0.357,0.403628409
Yemen,2012,,4.060600758,8.241021156,0.681678295,54.02817154,0.705815315,-0.177809879,0.793232739,0.501775622,0.262816578,0.598434687,-1.892754555,-1.119487524,2.228804588,0.548885405,,0.357,0.415891558
Yemen,2014,,3.967957973,8.23398304,0.638252258,54.42792511,0.66390872,-0.172365546,0.885429204,0.610584974,0.275673747,0.344929039,-1.983291149,-1.264090896,2.438402653,0.614523292,0.367,0.357,0.44744733
Yemen,2016,,3.825630903,7.751505375,0.775407016,54.79666519,0.532964051,-0.157162398,,0.469345391,0.227924526,0.267581195,-2.222765923,-1.642179132,2.105525494,0.550373375,,0.357,0.411020756
Zambia,2008,,4.730263233,7.966174603,0.624418199,46.1532402,0.716993749,0.047244616,0.89029932,0.74414438,0.205723315,0.557461917,0.154370889,-0.499575078,1.86940074,0.395200163,,0.5274,
Zambia,2012,,5.013374805,8.163204193,0.780022562,50.67415619,0.787760317,-0.002135111,0.806394398,0.725964785,0.250368446,0.594113767,0.264067978,-0.388092458,2.200456381,0.43891719,,0.5274,0.610943913
Zambia,2014,,4.345837116,8.197677612,0.706222713,52.19388962,0.811824918,-0.020870663,0.80884099,0.692035198,0.327383965,0.606338799,0.023305662,-0.395448506,2.521534443,0.580218375,,0.5274,0.621956468
Zambia,2016,,4.347543716,8.201649666,0.76704663,53.26715088,0.811574519,0.112272955,0.770643592,0.730679512,0.372240722,0.696891546,-0.058470815,-0.460032851,3.197226286,0.735409796,,0.5274,0.68139255
Zimbabwe,2008,,3.174263716,7.102516174,0.843474507,41.60728455,0.343556046,-0.063873053,0.963846326,0.630983055,0.250060171,0.181593537,-1.381487966,-1.701545358,1.685007215,0.530834019,,0.432,
