country,year,HFI,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year"
Albania,2010,7.4,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2012,7.36,5.510124207,9.246648788,0.784501791,68.02888489,0.601512134,-0.174558803,0.847675204,0.606635928,0.271393239,0.364893705,-0.06078377,-0.328862011,1.92120254,0.348667741,0.29,0.30325,0.568152606
Albania,2014,7.45,4.813763142,9.278097153,0.625586927,68.51210022,0.734648407,-0.030552704,0.882704437,0.684910536,0.334542662,0.49878639,0.314873487,-0.187407121,2.660069466,0.552596688,,0.30325,0.417218775
Albania,2016,7.63,4.511100769,9.337774277,0.638411462,68.87181091,0.72981894,-0.023275997,0.901070774,0.675243735,0.321705997,0.400909811,0.208455563,-0.139161408,2.646668196,0.586701214,,0.30325,0.416540354
Algeria,2010,5.02,5.46356678,9.462700844,,64.29898071,0.592695832,-0.232023388,0.618037879,,,,-1.140852928,-0.74009335,1.626279473,0.29765895,,0.276,0.492713004
Algeria,2012,5.1,5.604595661,9.485086441,0.839396894,64.73936462,0.586663485,-0.198870689,0.690116346,0.604023278,0.22971566,,-1.115534902,-0.77117157,1.939236641,0.346008301,,0.276,0.421408623
Algeria,2014,5.04,6.354898453,9.509209633,0.818189442,65.13015747,,,,0.62590462,0.176866099,,-1.002866626,-0.783428013,1.632460713,0.25688228,,0.276,0.47549203
Algeria,2016,5.3,5.340853691,9.541166306,0.748588264,65.50951385,,,,0.66051048,0.377111971,,-1.008261681,-0.814303935,2.114553452,0.395920485,,0.276,0.604616702
Angola,2012,5.66,4.360249996,8.699287415,0.752592862,51.52178955,0.456028581,-0.124706,0.906300485,0.557908118,0.304890066,0.237090692,-0.732784629,-1.124386311,2.150746107,0.493262112,,0.427,
Argentina,2008,7.2,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2010,7.11,6.441067219,9.836923599,0.926798582,66.55217743,0.730258167,-0.125791952,0.854695439,0.846135557,0.210975498,0.351856142,0.138445795,-0.469284207,2.107838392,0.327249855,0.445,0.476066667,0.366741836
Argentina,2012,6.8,6.468387127,9.863960266,0.901776373,66.83669281,0.747498393,-0.148022771,0.816546202,0.856516302,0.272219121,0.418255478,0.19912523,-0.572653413,2.098196507,0.32437709,0.425,0.476066667,0.317216903
Argentina,2014,6.52,6.671114445,9.841482162,0.917870402,67.11812592,0.745057762,-0.1645291,0.854191601,0.857123733,0.237912863,0.408961415,0.170099333,-0.665261686,2.129255772,0.319175422,0.427,0.476066667,0.310103148
Argentina,2016,6.95,6.427221298,9.824954987,0.882819116,67.39851379,0.847702205,-0.191952422,0.850924492,0.841906726,0.311646461,0.419561833,0.381369591,-0.238001987,2.127108574,0.330953062,,0.476066667,0.332070827
Armenia,2008,7.44,4.651972294,8.930409431,0.709485531,63.50712585,0.462156564,-0.202991635,0.876099229,0.52071017,0.384891808,0.464447111,-0.433497459,-0.220862582,1.954565406,0.420158446,0.307,0.325066667,
Armenia,2010,7.42,4.367811203,8.810287476,0.660342336,63.84191895,0.459256709,-0.163064584,0.890629232,0.509669185,0.42649585,0.355544627,-0.387849867,-0.264826328,2.092667818,0.479111314,0.311,0.325066667,0.385237962
Armenia,2012,7.44,4.319711685,8.924141884,0.676446438,64.25839233,0.501863778,-0.202869654,0.892544389,0.517862976,0.463855445,0.285362303,-0.207848221,-0.174658716,2.257862568,0.52268827,0.305,0.325066667,0.42068997
Armenia,2014,7.32,4.453083038,8.983579636,0.738763511,64.63682556,0.506487131,-0.206606939,0.920390487,0.580959857,0.403984338,0.214914635,-0.429609388,-0.218632609,2.137263775,0.479951471,0.315,0.325066667,0.388721585
Armenia,2016,7.56,4.325471878,9.010698318,0.709218323,64.96273041,0.610986948,-0.158838838,0.921421051,0.593600273,0.437227815,0.184713036,-0.609074652,-0.143277928,2.126364231,0.491591275,,0.325066667,0.381563634
Australia,2008,8.7,7.253757477,10.62901974,0.946635187,71.58848572,0.915733337,0.290439636,0.430810511,0.826390505,0.218427315,0.644675434,1.161860466,1.843305469,1.688850999,0.232824296,0.354,0.34275,
Australia,2010,8.63,7.450047016,10.6306715,0.95451957,71.8523407,0.932058573,0.302013636,0.366127402,0.834236264,0.220073208,0.609752893,1.154312849,1.815897942,1.737801909,0.233260527,0.347,0.34275,0.412946343
Australia,2012,8.55,7.195585728,10.65869617,0.944599032,72.16123962,0.935146272,0.258976281,0.368251741,0.810741782,0.214396909,0.420419186,1.248593807,1.79015696,1.761226296,0.24476482,,0.34275,0.406056434
Australia,2014,8.61,7.288550377,10.67811298,0.92379874,72.38433838,0.922932267,0.303706735,0.44202137,0.775209963,0.245304301,0.464676231,1.196954012,1.81184423,1.795415401,0.246333674,,0.34275,0.451516807
Australia,2016,8.63,7.250080109,10.70131111,0.942334235,72.65033722,0.922315717,0.223268315,0.398545116,0.790868282,0.236085787,0.452731758,1.132216096,1.751191378,1.698827863,0.234318495,,0.34275,0.520914137
Austria,2008,8.45,7.180953979,10.70251083,0.934592783,70.5018692,0.879069269,0.282747895,0.613625228,0.832169592,0.173194528,0.257242203,1.348835111,1.788303256,1.693994999,0.235901102,0.304,0.303818182,
Austria,2010,8.36,7.302678585,10.67785931,0.914193332,70.63227844,0.895979762,0.122441232,0.546144843,0.8147192,0.155792549,0.486446619,1.291469693,1.670084953,1.753247619,0.240082815,0.303,0.303818182,0.367440253
Austria,2012,8.45,7.400688648,10.70505238,0.945142388,70.94441223,0.919703901,0.109221973,0.770585775,0.822247744,0.156674996,0.376573861,1.39467001,1.586992741,1.722668648,0.232771397,0.311,0.303818182,0.323470145
Austria,2014,8.53,6.949999809,10.69957161,0.898920476,71.42971802,0.885026872,0.108960405,0.566931307,0.779692769,0.17014955,0.407695413,1.331010818,1.621878743,1.836291671,0.264214635,0.305,0.303818182,0.344870776
Austria,2016,8.46,7.048071861,10.70004845,0.926318586,72.04971313,0.888513982,0.071684547,0.52364099,0.755902588,0.197423846,0.432638228,1.05376327,1.568969846,1.704400182,0.241825029,,0.303818182,0.292294294
Azerbaijan,2008,6.31,4.817189217,9.57254982,0.684267223,61.39962387,0.601043284,-0.051956583,0.715124726,0.577819765,0.22679542,0.792291224,-0.829303503,-0.777363598,1.885453343,0.391401142,0.318,0.228833333,
Azerbaijan,2010,6.17,4.218610764,9.677229881,0.68700099,62.05378342,0.501071095,-0.146413803,0.858346641,0.526930571,0.271873325,0.697391331,-0.771567702,-0.829041004,1.893795133,0.448914409,,0.228833333,0.42364651
Azerbaijan,2012,6.07,4.910771847,9.673333168,0.761873245,62.47997284,0.598859072,-0.164287835,0.763154805,0.553869426,0.266093403,0.707989275,-1.007616758,-0.799909055,1.891108274,0.385093898,,0.228833333,0.29988724
Azerbaijan,2014,6.12,5.25153017,9.724067688,0.799433351,62.7591629,0.732772946,-0.232240036,0.65384531,0.597627223,0.219982117,0.778209925,-1.019543648,-0.582985878,1.473186493,0.280525178,,0.228833333,0.254078448
Azerbaijan,2016,6.06,5.303894997,9.679969788,0.777271032,62.96992874,0.712573171,-0.227940142,0.606770813,0.597593486,0.191117197,0.734052122,-1.236555338,-0.468448669,1.613181591,0.304150373,,0.228833333,0.288716018
Bahrain,2010,6.93,5.936869144,10.61079693,0.877115071,65.27598572,0.862002909,-0.014948799,0.714620173,0.684587538,0.422670722,,-0.729693234,0.447392017,1.575711608,0.265411198,,,0.325207651
Bahrain,2012,6.71,5.027186871,10.62035942,0.911349595,65.5225296,0.681822896,,0.437915266,0.589015484,0.380814761,,-1.223989844,0.467846751,1.900918961,0.378127784,,,0.330874622
Bahrain,2014,6.75,6.165133953,10.688241,,65.76468658,,,,,,,-1.109268785,0.491515696,2.422525406,0.392939627,,,0.463821948
Bahrain,2016,6.24,6.169673443,10.70677662,0.862700105,66.00422668,0.888691068,0.071743779,,0.787187219,0.283466339,,-1.154168129,0.333238959,2.259225607,0.366182357,,,0.482455522
Bangladesh,2008,5.93,5.052278519,7.719648838,0.466553479,59.42887115,0.606012166,-0.035330251,0.801819921,0.725386858,0.231860757,0.761932433,-0.974027038,-0.858364224,1.757898092,0.347941637,,0.329,
Bangladesh,2010,5.94,4.858481407,7.800871372,0.549398482,60.20746994,0.659005642,-0.008400165,0.773530483,0.628579915,0.292425215,0.646872878,-0.846942365,-0.860693634,1.930316091,0.397308528,0.321,0.329,0.450516969
Bangladesh,2012,5.82,4.724443913,7.903443813,0.581765294,60.94363022,0.66768229,-0.02715938,0.764894426,0.713508248,0.183245391,0.705811918,-0.890514851,-0.88367945,1.928409934,0.408177137,,0.329,0.427503377
Bangladesh,2014,5.81,4.635564804,7.997340679,0.577065051,61.60427856,0.735512853,-0.09152592,0.789374709,,0.230678365,0.719101429,-0.684746444,-0.84198302,1.897618651,0.409360826,,0.329,0.393071204
Bangladesh,2016,5.7,4.5561409,8.107524872,0.649116933,62.20419693,0.874700487,-0.082764864,0.687853634,0.559939086,0.235022455,0.845429063,-0.899546862,-0.719571948,1.982582808,0.435145199,,0.329,0.440177441
Belarus,2016,6.24,5.177899361,9.725690842,0.926551104,66.02493286,0.658228815,-0.136783347,0.664055169,0.553870201,0.182106122,0.452669024,-0.635685742,-0.630231619,1.777631164,0.34331125,,0.281875,0.316431254
Belgium,2008,8.29,7.116590977,10.63632011,0.92297703,70.71643066,0.887026727,-0.003464723,0.651800513,0.81312269,0.241797924,0.46313706,0.973115921,1.378922582,1.528169155,0.214733317,0.284,0.285181818,
Belgium,2010,8.29,6.853514194,10.62342072,0.930570185,71.16234589,0.806930244,0.012188927,0.697365582,0.828258514,0.240364328,0.33651647,1.085666656,1.445168018,1.603352189,0.233945996,0.284,0.285181818,0.393780649
Belgium,2012,8.25,6.935122013,10.62246037,0.92711705,71.3420105,0.855266631,-0.059749197,0.757572532,0.820485771,0.238276809,0.44011718,1.136510849,1.466563344,1.834067941,0.264460802,0.275,0.285181818,0.327320158
Belgium,2014,8.38,6.855329037,10.63065338,0.943549156,72.14292908,0.86095351,-0.008175617,0.511975765,0.797633767,0.251557052,0.469111621,1.033804297,1.40902257,1.681074142,0.245221511,0.281,0.285181818,0.402563632
Belgium,2016,8.22,6.948936462,10.64682102,0.928964078,72.14292908,0.865759015,-0.064890452,0.4966591,0.764590085,0.259653389,0.419177502,0.91794914,1.418199778,1.497023702,0.215432063,,0.285181818,0.348629802
Benin,2008,6.87,3.66713953,7.518199921,0.382373512,49.65314484,0.709476948,0.021685278,0.825245738,0.583623111,0.302546173,0.602834523,0.359619409,-0.499220818,1.727656603,0.471118331,,0.432666667,
Benin,2012,6.44,3.193468809,7.526094437,0.523027301,50.67614746,0.768971086,-0.085358299,0.805977643,0.5825243,0.230664536,0.582080483,0.244426534,-0.584024131,1.640371084,0.513664365,,0.432666667,0.495051146
Benin,2014,6.82,3.347419262,7.601466656,0.506091297,51.11705399,0.775545776,-0.070210017,0.854826927,0.589645088,0.273385257,0.574232161,0.14672102,-0.549206376,1.68771112,0.504182756,,0.432666667,0.514151752
Benin,2016,6.69,4.007357597,7.605870724,0.492815852,51.56885147,0.779795229,-0.040266801,0.837715745,0.608236969,0.455767602,0.63744539,0.275336444,-0.557726622,2.191754103,0.546932518,,0.432666667,0.464345634
Bhutan,2014,6.82,4.938578129,8.904687881,0.880341947,60.2303009,0.834222496,0.275819212,0.650338471,0.858864307,0.324097872,0.958492339,0.482542783,0.229389429,0.991038561,0.20067285,,0.412333333,0.471103579
Bolivia,2008,6.85,5.297872543,8.554706573,0.785262346,56.63377762,0.725619733,-0.085941449,0.801420391,0.78065443,0.392079622,0.441821098,-0.346296847,-0.748323917,1.877217889,0.354334295,0.514,0.531642857,
Bolivia,2010,6.85,5.780620098,8.595536232,0.80718559,57.61680222,0.703341067,-0.062986448,0.781342506,0.766099572,0.349597335,0.376929045,-0.227338076,-0.698642075,1.755123734,0.303622037,,0.531642857,0.405985564
Bolivia,2012,7.04,6.018894672,8.664394379,0.780819416,58.52014923,0.86237967,-0.009825646,0.839701414,0.782481372,0.408880144,0.435292631,-0.26982671,-0.734381616,2.167617559,0.360135496,0.467,0.531642857,0.423895091
Bolivia,2014,6.98,5.864798546,8.752238274,0.821344614,59.30395126,0.881058872,0.022335315,0.831854463,0.808609068,0.398219466,0.468561232,-0.179715931,-0.785820484,1.837735891,0.31335023,0.484,0.531642857,0.413909733
Bolivia,2016,6.82,5.769723415,8.811049461,0.795958757,59.99718094,0.881748736,-0.042584933,0.852592945,0.783008873,0.376412243,0.40174228,-0.097718753,-0.852042377,2.050573111,0.355402321,,0.531642857,0.430949569
Bosnia and Herzegovina,2010,7.42,4.66851759,9.181969643,0.772753716,66.9347229,0.364966899,-0.130959988,0.933030069,0.516695261,0.409213185,,-0.388097316,-0.379276365,1.972827196,0.422581077,,0.32725,0.404770911
Bosnia and Herzegovina,2012,7.34,4.773144722,9.203255653,0.778859854,67.22298431,0.419789314,-0.015265614,0.95342195,0.547962606,0.338240683,0.194952324,-0.319237053,-0.254937112,2.411530972,0.505228937,,0.32725,0.414922833
Bosnia and Herzegovina,2014,7.33,5.248954296,9.260712624,0.787651718,67.52626038,0.411937386,0.229637861,0.976339638,0.531435847,0.262175202,0.095099099,-0.04507716,-0.258664042,2.243072033,0.427336931,,0.32725,0.438962758
Bosnia and Herzegovina,2016,7.41,5.180865288,9.334980965,0.807705104,67.83840942,0.633453727,0.132285133,0.957311988,0.640764356,0.304080278,0.212188497,-0.27105844,-0.341164827,2.216048717,0.427737176,,0.32725,0.398743331
Botswana,2008,6.99,5.451147079,9.530126572,0.831905305,48.57147598,0.857776403,-0.174693689,0.806226492,0.731179953,0.217885971,0.880429506,0.772753358,0.699318826,2.40270257,0.44077009,,0.626,
Botswana,2010,6.79,3.553020239,9.498086929,0.865624785,51.10305023,0.82621938,-0.153115064,0.813985407,0.690273464,0.172184274,0.741012573,0.723371565,0.651160479,1.943522573,0.547005773,,0.626,0.605166137
Botswana,2012,6.66,4.835938931,9.564126015,0.836743116,53.29683685,0.799410224,-0.212750569,0.814422846,0.773363888,0.171257362,0.662237763,0.818505585,0.672325492,1.992194295,0.411956042,,0.626,0.581453145
Botswana,2014,6.7,4.031197071,9.674996376,0.859477818,55.30326843,0.791371226,-0.114532627,0.743073821,0.674190462,0.245051414,0.707628131,0.723632157,0.606363952,2.363683701,0.586347818,,0.626,0.621809065
Botswana,2016,7.29,3.498936653,9.662895203,0.768302798,57.10989761,0.851694882,-0.262038291,0.729171813,0.68566674,0.251836598,0.803130805,0.758626878,0.622945905,2.685791492,0.767602205,,0.626,0.658420265
Brazil,2008,7.23,6.691424847,9.532859802,0.878107548,63.19451523,0.781931102,-0.090690665,0.688272774,0.820271671,0.265485525,0.511010051,0.128192991,-0.085758515,2.26857686,0.339027464,0.544,0.550214286,
Brazil,2010,7.17,6.837331295,9.58459568,0.905528128,63.80070114,0.805949271,-0.067270711,0.656036079,0.816654921,0.249881223,0.511266649,0.29241237,0.051865902,2.255559444,0.32988885,,0.550214286,0.430273622
Brazil,2012,6.98,6.660003662,9.623650551,0.890314102,64.35497284,0.848606348,,0.622543156,0.754624903,0.349758685,0.458935678,0.261933923,-0.035249505,2.395508289,0.359685719,0.527,0.550214286,0.51712966
Brazil,2014,6.81,6.980998993,9.640237808,0.898316443,64.82875061,0.713814318,-0.128697455,0.710303426,0.788229942,0.273540527,0.355228692,0.200818881,-0.15146631,2.107698202,0.301919281,0.515,0.550214286,0.394136488
Brazil,2016,6.68,6.374817371,9.548503876,0.912455142,65.2454071,0.806571543,-0.112877078,0.781092763,0.763112426,0.30208382,0.264140248,0.010510072,-0.226890311,2.518039227,0.394997865,,0.550214286,0.450316846
Bulgaria,2010,7.94,3.912276268,9.634508133,0.84327203,65.56493378,0.544536412,-0.150111645,0.940970004,0.545823634,0.237594187,0.365285963,0.445788413,0.127512962,1.968556523,0.503174186,0.357,0.354666667,0.376450181
Bulgaria,2012,7.82,4.222297192,9.665990829,0.837966621,66.28061676,0.641256452,-0.177450985,0.938208699,0.573091209,0.236632824,0.342922807,0.39037478,0.098021008,2.167435169,0.513330817,0.36,0.354666667,0.394633353
Bulgaria,2014,7.86,4.438439846,9.699056625,0.885949194,66.4154892,0.575595915,-0.060511671,0.954636931,0.627810121,0.235593721,0.140402734,0.222501963,0.08854121,1.997746468,0.450101048,0.374,0.354666667,0.385362953
Bulgaria,2016,7.83,4.837560654,9.786640167,0.92603606,66.4154892,0.700265527,-0.176258981,0.935988188,0.62185514,0.171699852,0.221241772,0.231031746,0.187336802,1.917592525,0.396396577,,0.354666667,0.353391379
Burkina Faso,2008,6.89,3.846438885,7.239715099,0.726650596,47.87561035,0.612064183,-0.089791223,0.88712436,0.52347374,0.303892225,0.462704718,-0.0816589,-0.333371162,1.417974353,0.368646026,,0.394666667,
Burkina Faso,2010,6.55,4.035560608,7.260787964,0.773103535,49.15058899,0.586580753,-0.023187734,0.767335117,0.590039194,0.216673478,0.546770215,-0.185293704,-0.317587197,1.400048018,0.346927762,,0.394666667,0.497239649
Burkina Faso,2012,6.47,3.95500803,7.327422142,0.743765771,50.25502396,0.621848702,-0.057048257,0.726286888,0.544851422,0.29972294,0.617090106,-0.439050049,-0.414633214,1.758125663,0.4445315,,0.394666667,0.550402403
Burkina Faso,2014,6.75,3.481347799,7.366656303,0.742262065,51.18559647,0.709964514,0.008610918,0.800757825,0.613731802,0.255644113,0.54308641,-0.569490254,-0.474964172,2.151571989,0.618028462,0.353,0.394666667,0.692569435
Burkina Faso,2016,6.7,4.205634594,7.403783321,0.764401138,51.99484634,0.644681513,0.011582303,0.720542431,0.616066873,0.337300181,0.663711369,-0.453631699,-0.378775179,1.966713428,0.467637748,,0.394666667,0.559157968
Burundi,2008,5.65,3.563227654,6.632449627,0.290933818,46.20161057,0.260069311,-0.009665601,0.859813631,0.439698309,0.252771467,0.569353163,-1.16172719,-1.121129155,1.542013407,0.432757467,,0.363,
Burundi,2014,6.26,2.904535055,6.688570023,0.564678133,48.56855774,0.431384981,-0.049049191,0.807618856,0.655663729,0.251094639,,-0.912845612,-1.01520884,2.216345549,0.763063788,,0.363,0.709652007
Cambodia,2010,7.21,4.141072273,7.833174706,0.69716382,56.27223206,0.940131187,0.350905925,0.895714462,0.774444818,0.421966344,0.895580769,-0.714119852,-0.944968104,1.482190847,0.357924402,,,0.475642741
Cambodia,2012,6.98,3.898706913,7.939874172,0.605528593,57.04125977,0.955595791,0.247116446,0.890136123,0.820461333,0.351858586,0.82517308,-0.53252852,-0.801751435,1.701752067,0.4364914,,,0.66283375
Cambodia,2014,7.08,3.88330555,8.046971321,0.693434179,57.70112228,0.937544584,0.239137441,0.842555106,0.783240318,0.481934011,0.696742117,-0.542288065,-0.801274061,2.572756767,0.66251719,,,0.541756451
Cambodia,2016,7.07,4.461259365,8.150504112,0.745901227,58.32095718,0.957821488,0.075221501,0.840416849,0.838551998,0.398200303,0.739886224,-0.482522547,-0.888280451,2.560576439,0.573958218,,,0.548649073
Cameroon,2008,5.68,4.291800499,7.982021809,0.696715772,46.72340012,0.580257237,-0.070407741,0.945002794,0.600210786,0.31248498,0.314642787,-0.809345841,-0.938749075,1.765405893,0.411343873,,0.438,
Cameroon,2010,5.92,4.554256916,7.982699394,0.758640707,47.48669815,0.792220175,0.000863806,0.874718666,0.606357396,0.273786336,0.513922989,-0.897624373,-0.941636622,1.602811694,0.351937026,,0.438,0.494476914
Cameroon,2012,6.16,4.244634151,8.013411522,0.74283731,48.18658447,0.766064227,-0.033722017,0.898028791,0.617998898,0.284447879,0.533314586,-0.805049241,-1.032383323,2.237308741,0.527091086,,0.438,0.491360247
Cameroon,2014,6.13,4.240441322,8.069768906,0.777777076,48.93240356,0.794645548,-0.073379904,0.855849743,0.622732699,0.216039628,0.609312952,-1.00179708,-0.934020281,2.110923052,0.497807384,0.465,0.438,0.586360455
Cameroon,2016,5.63,4.816232204,8.115765572,0.659299791,49.73761749,0.71250701,-0.00575576,0.87945056,0.661523461,0.367093384,0.621221066,-0.988149583,-0.926232636,2.363250971,0.490684599,,0.438,0.559192836
Canada,2008,8.66,7.485603809,10.63612556,0.938707411,70.85425568,0.92631495,0.247582316,0.369587809,0.890219748,0.202174947,0.590370953,1.224689126,1.8133744,1.615552664,0.215821296,,0.3368,
Canada,2010,8.62,7.650346279,10.6139679,0.953765452,71.29541779,0.933948815,0.216606647,0.412659585,0.878867686,0.233112857,0.551076472,1.14445734,1.838643909,1.749785304,0.228719756,0.336,0.3368,0.710133135
Canada,2012,8.56,7.415144444,10.64052105,0.948128343,71.63430023,0.917961121,0.276096433,0.465601832,0.856703699,0.229332089,0.523448169,1.275260806,1.792761922,1.77270925,0.239066049,,0.3368,0.884413838
Canada,2014,8.61,7.30425787,10.66770744,0.917836308,71.95877075,0.93889761,0.256026924,0.441735327,0.833403885,0.258602411,0.516953588,1.293931961,1.833163381,1.759425759,0.240876734,,0.3368,0.679011106
Canada,2016,8.64,7.244845867,10.6709938,0.924392521,72.26780701,0.912423909,0.19691582,0.385090441,0.824586391,0.237422869,0.618195295,1.310352206,1.838850021,1.776463032,0.245203704,,0.3368,0.606446326
Central African Republic,2010,5.47,3.567892551,6.788980007,0.483333886,40.07659531,0.689950883,-0.012267672,0.845376968,0.523006201,0.256705284,0.752208948,-1.562421799,-1.19275558,1.501912117,0.420952171,,0.499,0.552912951
Central African Republic,2016,5.25,2.693061113,6.473706245,0.29018417,43.98196793,0.624056518,0.058876671,0.859073043,0.578653812,0.49426806,0.748754561,-1.433270812,-1.578397632,2.250887394,0.835810006,,0.499,0.660534203
Chad,2008,5.42,4.632468224,7.459868431,0.570834816,42.40710068,0.526610374,0.05322364,0.943553567,0.569129646,0.225483745,0.348725855,-1.706331372,-1.472845316,1.346775055,0.290725172,,0.4155,
Chad,2010,5.64,3.742871046,7.562782764,0.733713627,43.3152771,0.504612565,0.014794352,0.857664049,0.544883072,0.287240535,0.319014966,-1.442578197,-1.354748368,1.336402774,0.357052863,,0.4155,0.527852058
Chad,2012,5.13,4.03297472,7.582166672,0.672866464,44.23704529,0.562908113,-0.044328865,0.884475827,0.526546359,0.315747142,0.30277133,-1.19343245,-1.335223913,1.579964519,0.391761571,,0.4155,0.54660511
Chad,2014,5.28,3.460182905,7.638511181,0.733066797,45.01896667,0.566795349,-0.080542579,0.880934,0.536371291,0.328528851,0.366833448,-1.44996798,-1.277309537,1.61113441,0.465621173,,0.4155,0.499015778
Chad,2016,5.07,4.029350281,7.520730019,0.616204858,45.66236115,0.525222123,0.043290634,0.819788873,0.582458258,0.467566758,0.513021767,-1.275645733,-1.388920188,2.435532808,0.60444802,,0.4155,0.50333178
Chile,2008,8.2,5.789438725,9.85385704,0.803758562,68.29376984,0.640201688,0.071387805,0.740667343,0.756524146,0.329703212,0.405252457,0.723349333,1.344234228,2.392784357,0.413301617,,0.491571429,
Chile,2010,8.12,6.63565588,9.875193596,0.85695523,68.52030945,0.786367476,0.095157817,0.701824725,0.809172988,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,,0.491571429,0.452481776
Chile,2012,8.07,6.599128723,9.967881203,0.855235577,68.78334808,0.733610928,0.18186979,0.782117426,0.815391183,0.287592113,0.343267798,0.704023659,1.444172263,2.12383008,0.321834922,,0.491571429,0.466741949
Chile,2014,8.08,6.844238281,10.00903797,0.861552179,69.09392548,0.733326375,0.203350574,0.758497715,0.86981076,0.276103258,0.399530023,0.751715839,1.394348741,2.064368248,0.301621318,,0.491571429,0.426405013
Chile,2016,8.03,6.579056263,10.03041649,0.841388166,69.43727112,0.652289748,0.087949701,0.858124971,0.869228899,0.283042103,0.203538865,0.755190849,1.157341003,1.986255407,0.301905811,,0.491571429,0.48013857
China,2008,6.04,4.84629488,8.980648994,0.74828732,67.85486603,0.853072047,-0.108668603,,0.817443371,0.146963045,,-1.095386028,-0.236028746,1.801431656,0.371713161,0.428,0.425,
China,2010,5.59,4.652736664,9.161761284,0.767752588,68.24126434,0.804793596,-0.150616542,,0.76526463,0.158099651,,-1.168804526,-0.279230326,1.881779432,0.404445708,,0.425,0.477512449
China,2012,5.76,5.094917297,9.318813324,0.787818193,68.56943512,0.808255136,-0.202918619,,0.820784926,0.158702999,,-1.08836174,-0.298996091,2.083999872,0.409035087,0.422,0.425,0.557539284
China,2014,5.63,5.195619106,9.453964233,0.820366025,68.86785889,,-0.235745564,,0.853974998,0.111517705,,-1.069626093,-0.178662673,1.783343315,0.343239814,,0.425,0.459674537
China,2016,5.98,5.32495594,9.57494545,0.741703033,69.15781403,,-0.247030765,,0.826144397,0.145625159,,-1.06862545,-0.095582724,1.99633801,0.374902248,,0.425,0.538626552
Colombia,2008,6.86,6.168395042,9.26362133,0.880066812,62.75816345,0.795083821,-0.048526105,0.763223946,0.803400278,0.307162195,0.635107458,-1.008415937,-0.100287393,2.396240711,0.388470709,0.56,0.5525,
Colombia,2010,6.72,6.40811348,9.296564102,0.892992675,63.07895279,0.816121101,-0.056406017,0.814524472,0.83062613,0.264659166,0.551749408,-0.834782004,-0.124936074,2.564223528,0.400152653,0.555,0.5525,0.467719555
Colombia,2012,6.23,6.374879837,9.379259109,0.914372623,63.37839508,0.827868104,-0.016503865,0.868371546,0.845917761,0.293702394,0.357382864,-0.732900858,-0.079423688,2.529939413,0.396860719,0.535,0.5525,0.510006428
Colombia,2014,6.41,6.44878912,9.450613976,0.907402635,63.67808533,0.801191449,-0.09758582,0.886645734,0.84708029,0.278056443,0.298372507,-0.578955114,-0.06621252,2.298457146,0.356416851,0.535,0.5525,0.465678215
Colombia,2016,6.84,6.233715057,9.482222557,0.88190037,63.98321533,0.834966123,-0.108304106,0.897553861,0.793531477,0.294222772,0.261251181,-0.432327121,-0.057220649,2.56872344,0.41206944,,0.5525,0.558657408
Congo (Brazzaville),2008,5.56,3.819792271,8.461688042,0.5547719,49.40746307,0.525746763,-0.133252844,,0.573001504,0.297789842,0.318315178,-0.937761128,-1.214828849,1.995666862,0.522454262,,0.481,
Congo (Brazzaville),2012,5.34,3.919341803,8.570007324,0.622330368,52.6687088,0.772510767,-0.147367403,0.799653709,0.564219952,0.32258296,0.541932642,-0.822411597,-1.221892476,2.118503332,0.540525258,,0.481,0.600013852
Congo (Brazzaville),2014,5.76,4.05601263,8.619398117,0.685934663,53.8265419,0.661638141,-0.146380559,0.808412731,0.595254719,0.400229424,0.483726323,-0.733802378,-1.153099179,2.436527491,0.600719869,,0.481,0.628249288
Congo (Brazzaville),2016,5.34,4.119493484,8.575725555,0.615449011,54.80181885,0.785906553,-0.108046286,0.790385723,0.610304952,0.303666711,0.483075261,-0.862936854,-1.127766609,2.678600073,0.65022558,,0.481,0.484639436
Congo (Kinshasa),2012,4.74,4.63922739,6.481235981,0.769545972,48.95683289,0.557286203,-0.005517539,0.807406604,0.634003043,0.229651377,0.437570214,-1.78348732,-1.528378963,1.280192971,0.275949597,0.421,0.4215,0.41993615
Congo (Kinshasa),2014,5.09,4.414299965,6.58717823,0.822286069,49.71036148,0.556099296,0.037506819,0.813676,0.558870256,0.304635078,0.31167382,-1.72729969,-1.419014096,1.571212411,0.355936944,,0.4215,0.509399414
