ISO_code,country,year,HFI 2018,GDP-PPP-PC 2018,POP 2018,GDP-GROWTH,GDP-GROWTH-2008,DI
IND,India,2016,6.42,5851.39488,1352642283,,,7.23
IND,India,2018,6.43,6518.85,1352642283,6.532989011,3.08669806,7.23
IDN,Indonesia,2008,6.88,7657.59,267670549,,,6.39
IDN,Indonesia,2010,6.92,8286.73287,267670549,,,6.39
IDN,Indonesia,2012,6.96,9080.066113,267670549,,,6.39
IDN,Indonesia,2014,6.97,9801.166283,267670549,,,6.39
IDN,Indonesia,2016,7.1,10531.11097,267670549,,,6.39
IDN,Indonesia,2018,7.07,11371.73,267670549,5.17429154,6.0137036,6.39
IRN,"Iran, Islamic Rep.",2008,5.22,13213.1,81800204,,,2.45
IRN,"Iran, Islamic Rep.",2010,5.14,13805.70382,81800204,,,2.45
IRN,"Iran, Islamic Rep.",2012,4.53,12807.39475,81800204,,,2.45
IRN,"Iran, Islamic Rep.",2014,4.63,13038.55506,81800204,,,2.45
IRN,"Iran, Islamic Rep.",2016,4.98,14205.21163,81800204,,,2.45
IRN,"Iran, Islamic Rep.",2018,4.53,13471.86,81800204,-6.025971803,0.250856553,2.45
IRQ,Iraq,2008,N,8333.32,38433604,,,4.06
IRQ,Iraq,2016,4.5,11191.11504,38433604,,,4.06
IRQ,Iraq,2018,4.9,10346.21,38433604,-1.213963399,8.228107104,4.06
IRL,Ireland,2008,8.51,56485.7,4867316,,,9.15
IRL,Ireland,2010,8.46,53725.0336,4867316,,,9.15
IRL,Ireland,2012,8.59,53653.73477,4867316,,,9.15
IRL,Ireland,2014,8.64,58267.41227,4867316,,,9.15
IRL,Ireland,2016,8.67,72864.48914,4867316,,,9.15
IRL,Ireland,2018,8.62,84303.34,4867316,9.0301611,-4.486599314,9.15
ISR,Israel,2008,7.29,34065.41,8882800,,,7.79
ISR,Israel,2010,7.89,34800.24747,8882800,,,7.79
ISR,Israel,2012,7.52,35942.71484,8882800,,,7.79
ISR,Israel,2014,7.37,37474.84918,8882800,,,7.79
ISR,Israel,2016,7.83,38234.72448,8882800,,,7.79
ISR,Israel,2018,7.44,39418.35,8882800,3.479370319,2.999678667,7.79
ITA,Italy,2008,8.13,44623.6,60421760,,,7.71
ITA,Italy,2010,8.08,42664.35527,60421760,,,7.71
ITA,Italy,2012,8.09,41501.71123,60421760,,,7.71
ITA,Italy,2014,8.09,39898.52646,60421760,,,7.71
ITA,Italy,2016,8.17,40837.73763,60421760,,,7.71
ITA,Italy,2018,8.12,42052.56,60421760,0.941737193,-0.962012841,7.71
JAM,Jamaica,2008,7.21,10113.16,2934853,,,7.02
JAM,Jamaica,2010,7.09,9435.760842,2934853,,,7.02
JAM,Jamaica,2012,7.08,9433.845758,2934853,,,7.02
JAM,Jamaica,2014,7.2,9438.476912,2934853,,,7.02
JAM,Jamaica,2016,7.35,9553.096196,2934853,,,7.02
JAM,Jamaica,2018,7.44,9734.86,2934853,1.889923681,-0.811736703,7.02
JPN,Japan,2008,8.49,38141.93,126529100,,,7.99
JPN,Japan,2010,8.07,37586.16715,126529100,,,7.99
JPN,Japan,2012,8.14,38235.74504,126529100,,,7.99
JPN,Japan,2014,8.04,39255.27845,126529100,,,7.99
JPN,Japan,2016,8.45,40031.27076,126529100,,,7.99
JPN,Japan,2018,8.49,41182.38,126529100,0.558851275,-1.224289001,7.99
JOR,Jordan,2008,6.79,11662.9,9965322,,,3.93
JOR,Jordan,2010,6.65,11315.5027,9965322,,,3.93
JOR,Jordan,2012,6.88,10688.28934,9965322,,,3.93
JOR,Jordan,2014,6.74,10284.6701,9965322,,,3.93
JOR,Jordan,2016,7.01,10036.54362,9965322,,,3.93
JOR,Jordan,2018,6.92,10013.4,9965322,1.934091701,7.232318964,3.93
KAZ,Kazakhstan,2008,6.79,19770.22,18276452,,,2.94
KAZ,Kazakhstan,2010,6.87,20751.25724,18276452,,,2.94
KAZ,Kazakhstan,2012,6.62,22702.57884,18276452,,,2.94
KAZ,Kazakhstan,2014,6.64,24355.75612,18276452,,,2.94
KAZ,Kazakhstan,2016,6.78,24210.86296,18276452,,,2.94
KAZ,Kazakhstan,2018,6.99,25544.34,18276452,4.1,3.3,2.94
KEN,Kenya,2008,6.63,3140.61,51392570,,,5.11
KEN,Kenya,2010,6.81,3329.853752,51392570,,,5.11
KEN,Kenya,2012,6.64,3501.789724,51392570,,,5.11
KEN,Kenya,2014,6.75,3709.152563,51392570,,,5.11
KEN,Kenya,2016,6.92,3952.758132,51392570,,,5.11
KEN,Kenya,2018,6.75,4203.84,51392570,6.318450702,0.232282746,5.11
KOR,"Korea, Rep.",2008,8.13,32275.13,51606633,,,8
KOR,"Korea, Rep.",2010,8.18,34394.49049,51606633,,,8
KOR,"Korea, Rep.",2012,8.03,36049.19349,51606633,,,8
KOR,"Korea, Rep.",2014,7.98,37967.47562,51606633,,,8
KOR,"Korea, Rep.",2016,8.26,39814.65893,51606633,,,8
KOR,"Korea, Rep.",2018,8.27,41948.35,51606633,2.907403774,3.012984873,8
KWT,Kuwait,2008,6.51,73022.97,4137314,,,3.85
KWT,Kuwait,2010,6.64,58810.40487,4137314,,,3.85
KWT,Kuwait,2012,6.58,61416.97843,4137314,,,3.85
KWT,Kuwait,2014,6.41,56647.43742,4137314,,,3.85
KWT,Kuwait,2016,6.27,54708.97979,4137314,,,3.85
KWT,Kuwait,2018,6.39,50478.59,4137314,1.246129323,2.479756943,3.85
KGZ,Kyrgyz Republic,2008,6.62,4142.21,6322800,,,5.11
KGZ,Kyrgyz Republic,2010,6.4,4141.077206,6322800,,,5.11
KGZ,Kyrgyz Republic,2012,6.37,4259.318204,6322800,,,5.11
KGZ,Kyrgyz Republic,2014,6.58,4722.086002,6322800,,,5.11
KGZ,Kyrgyz Republic,2016,6.78,4912.382484,6322800,,,5.11
KGZ,Kyrgyz Republic,2018,7.05,5133.15,6322800,3.757910128,8.40161606,5.11
LAO,Lao PDR,2008,,4296.48,7061498,,,2.37
LAO,Lao PDR,2014,6.43,6193.340326,7061498,,,2.37
LAO,Lao PDR,2016,6.06,6896.127374,7061498,,,2.37
LAO,Lao PDR,2018,6.16,7592.83,7061498,6.247960008,7.824902763,2.37
LVA,Latvia,2008,8.27,24711.11,1927174,,,7.38
LVA,Latvia,2010,7.94,21023.90133,1927174,,,7.38
LVA,Latvia,2012,8.09,24060.98577,1927174,,,7.38
LVA,Latvia,2014,8.24,25387.00765,1927174,,,7.38
LVA,Latvia,2016,8.42,27503.1773,1927174,,,7.38
LVA,Latvia,2018,8.34,30036.09,1927174,4.024311045,-3.32730004,7.38
LBN,Lebanon,2008,,17030.15,6859408,,,4.63
LBN,Lebanon,2010,6.82,19499.1728,6859408,,,4.63
LBN,Lebanon,2012,6.73,18039.02895,6859408,,,4.63
LBN,Lebanon,2014,6.48,16970.43617,6859408,,,4.63
LBN,Lebanon,2016,6.78,16100.9228,6859408,,,4.63
LBN,Lebanon,2018,6.7,15588.15,6859408,-1.926404771,9.069128269,4.63
LSO,Lesotho,2008,6.25,2267.25,2108327,,,6.64
LSO,Lesotho,2010,5.81,2346.713297,2108327,,,6.64
LSO,Lesotho,2012,6.4,2585.365725,2108327,,,6.64
LSO,Lesotho,2014,6.66,2639.445825,2108327,,,6.64
LSO,Lesotho,2016,6.66,2776.740984,2108327,,,6.64
LSO,Lesotho,2018,6.6,2614.66,2108327,-1.223137311,5.522028201,6.64
LBR,Liberia,2008,,1370.91,4818976,,,5.35
LBR,Liberia,2010,8.15,1420.046246,4818976,,,5.35
LBR,Liberia,2014,6.66,1621.344665,4818976,,,5.35
LBR,Liberia,2016,6.53,1516.355714,4818976,,,5.35
LBR,Liberia,2018,6.4,1497,4818976,1.222551313,7.145688998,5.35
LBY,Libya,2008,,22129.19,6678565,,,2.19
LBY,Libya,2014,4.42,12201.20468,6678565,,,2.19
LBY,Libya,2016,4.69,10592.43094,6678565,,,2.19
LBY,Libya,2018,4.83,15017.99,6678565,15.13279989,2.66735579,2.19
LTU,Lithuania,2008,8.01,26784.88,2801543,,,7.5
LTU,Lithuania,2010,8.15,23942.76036,2801543,,,7.5
LTU,Lithuania,2012,8.18,27330.89595,2801543,,,7.5
LTU,Lithuania,2014,8.31,29855.83149,2801543,,,7.5
LTU,Lithuania,2016,8.4,31925.80342,2801543,,,7.5
LTU,Lithuania,2018,8.37,35427.46,2801543,3.936845901,2.614423033,7.5
MDG,Madagascar,2008,6.83,1700.7,26262313,,,5.22
MDG,Madagascar,2010,6.45,1553.404722,26262313,,,5.22
MDG,Madagascar,2012,6.9,1538.516397,26262313,,,5.22
MDG,Madagascar,2014,7.05,1540.744824,26262313,,,5.22
MDG,Madagascar,2016,6.67,1565.867553,26262313,,,5.22
MDG,Madagascar,2018,6.54,1592.05,26262313,3.2,6.71263895,5.22
MWI,Malawi,2008,6.67,1235.55,18143215,,,5.49
MWI,Malawi,2010,6.66,1350.59917,18143215,,,5.49
MWI,Malawi,2012,6.47,1362.604787,18143215,,,5.49
MWI,Malawi,2014,6.51,1432.055122,18143215,,,5.49
MWI,Malawi,2016,6.71,1428.423917,18143215,,,5.49
MWI,Malawi,2018,6.57,1471.04,18143215,4.420621465,7.639736774,5.49
MYS,Malaysia,2008,6.37,20103.5,31528033,,,6.88
MYS,Malaysia,2010,6.48,20536.37251,31528033,,,6.88
MYS,Malaysia,2012,6.43,22132.21692,31528033,,,6.88
MYS,Malaysia,2014,6.39,23906.22858,31528033,,,6.88
MYS,Malaysia,2016,6.75,25541.77051,31528033,,,6.88
MYS,Malaysia,2018,6.9,27558.14,31528033,4.769927024,4.831769889,6.88
MLI,Mali,2008,6.12,2012.28,19077755,,,5.41
MLI,Mali,2010,6.41,16305.79888,19077755,,,5.41
MLI,Mali,2012,6.11,16709.12932,19077755,,,5.41
MLI,Mali,2014,6.21,17568.40991,19077755,,,5.41
MLI,Mali,2016,5.92,17584.14754,19077755,,,5.41
MLI,Mali,2018,5.92,2283.7,19077755,4.746484327,4.773145081,5.41
MLT,Malta,2008,8.3,31893.36,484630,,,8.21
MLT,Malta,2010,8.42,32867.94003,484630,,,8.21
MLT,Malta,2012,8.38,33929.33992,484630,,,8.21
MLT,Malta,2014,8.41,37230.27839,484630,,,8.21
MLT,Malta,2016,8.42,40536.71818,484630,,,8.21
MLT,Malta,2018,8.33,43313.48,484630,5.179224796,3.826359416,8.21
MRT,Mauritania,2008,5.59,4919.84,4403312,,,3.82
MRT,Mauritania,2010,5.52,4767.377366,4403312,,,3.82
MRT,Mauritania,2012,5.92,4891.057383,4403312,,,3.82
MRT,Mauritania,2014,5.35,5008.688256,4403312,,,3.82
MRT,Mauritania,2016,5.38,5045.896724,4403312,,,3.82
MRT,Mauritania,2018,5.39,5042.43,4403312,2.115267637,-0.331079195,3.82
MUS,Mauritius,2008,8.17,15655.6,1265303,,,8.22
MUS,Mauritius,2010,8.17,16797.81724,1265303,,,8.22
MUS,Mauritius,2012,8.28,18014.99115,1265303,,,8.22
MUS,Mauritius,2014,8.02,19240.22471,1265303,,,8.22
MUS,Mauritius,2016,7.72,20646.933,1265303,,,8.22
MUS,Mauritius,2018,7.55,22208.14,1265303,3.759677231,5.38696257,8.22
MEX,Mexico,2008,7.06,18396.81,126190782,,,6.19
MEX,Mexico,2010,6.77,17790.01192,126190782,,,6.19
MEX,Mexico,2012,6.53,18594.89447,126190782,,,6.19
MEX,Mexico,2014,6.85,18887.56744,126190782,,,6.19
MEX,Mexico,2016,6.93,19539.26125,126190782,,,6.19
MEX,Mexico,2018,6.85,19928.4,126190782,2.194992049,1.143584587,6.19
MDA,Moldova,2008,6.97,8473.75,2708214,,,5.85
MDA,Moldova,2010,6.91,8550.170639,2708214,,,5.85
MDA,Moldova,2012,6.98,9000.658925,2708214,,,5.85
MDA,Moldova,2014,6.99,10314.40965,2708214,,,5.85
MDA,Moldova,2016,7.09,10942.55087,2708214,,,5.85
MDA,Moldova,2018,7.18,12363.15,2708214,4.301477742,7.800000145,5.85
MNG,Mongolia,2008,7.47,7360.68,3170214,,,6.5
MNG,Mongolia,2010,7.11,7479.780902,3170214,,,6.5
MNG,Mongolia,2012,7.27,9488.342966,3170214,,,6.5
MNG,Mongolia,2014,7.52,10980.324,3170214,,,6.5
MNG,Mongolia,2016,7.6,10940.41865,3170214,,,6.5
MNG,Mongolia,2018,7.61,11915.56,3170214,7.246629636,8.900367946,6.5
MNE,Montenegro,2008,7.63,17391.03,622227,,,5.74
MNE,Montenegro,2010,7.83,16764.36237,622227,,,5.74
MNE,Montenegro,2012,7.75,16802.3983,622227,,,5.74
MNE,Montenegro,2014,7.75,17674.61841,622227,,,5.74
MNE,Montenegro,2016,7.27,18797.90562,622227,,,5.74
MNE,Montenegro,2018,7.46,20686.58,622227,5.077865034,7.222790871,5.74
MAR,Morocco,2008,6.19,5952.66,36029089,,,4.99
MAR,Morocco,2010,6.15,6281.464191,36029089,,,4.99
MAR,Morocco,2012,6.17,6625.463454,36029089,,,4.99
MAR,Morocco,2014,6.09,6912.178002,36029089,,,4.99
MAR,Morocco,2016,6.26,7106.241249,36029089,,,4.99
MAR,Morocco,2018,6.28,7446.94,36029089,3.148502644,5.923277686,4.99
MOZ,Mozambique,2008,6.17,958.28,29496009,,,3.85
MOZ,Mozambique,2010,5.77,1027.208877,29496009,,,3.85
MOZ,Mozambique,2012,6.22,1120.128481,29496009,,,3.85
MOZ,Mozambique,2014,6.52,1217.088867,29496009,,,3.85
MOZ,Mozambique,2016,6.27,1273.783633,29496009,,,3.85
MOZ,Mozambique,2018,6.64,1289.74,29496009,3.44381384,7.317755324,3.85
MMR,Myanmar,2008,4.54,2617.14,53708318,,,3.83
MMR,Myanmar,2010,4.52,3129.920255,53708318,,,3.83
MMR,Myanmar,2012,4.67,3491.184692,53708318,,,3.83
MMR,Myanmar,2014,4.94,4020.036677,53708318,,,3.83
MMR,Myanmar,2016,5.55,4482.9268,53708318,,,3.83
MMR,Myanmar,2018,5.45,5029.19,53708318,6.750460146,10.25530539,3.83
NAM,Namibia,2008,7.09,8805.41,2448300,,,6.25
NAM,Namibia,2010,6.89,9031.160594,2448300,,,6.25
NAM,Namibia,2012,6.84,9626.539189,2448300,,,6.25
NAM,Namibia,2014,6.99,10413.31422,2448300,,,6.25
NAM,Namibia,2016,6.97,10471.27929,2448300,,,6.25
NAM,Namibia,2018,6.92,10092.26,2448300,1.108049093,2.649812009,6.25
NPL,Nepal,2008,7.09,2499.42,28095712,,,5.18
NPL,Nepal,2010,6.91,2703.414917,28095712,,,5.18
NPL,Nepal,2012,6.64,2922.619609,28095712,,,5.18
NPL,Nepal,2014,6.79,3217.44851,28095712,,,5.18
NPL,Nepal,2016,6.87,3315.814414,28095712,,,5.18
NPL,Nepal,2018,6.76,3773.72,28095712,7.622376105,6.104639142,5.18
NLD,Netherlands,2008,8.49,53848.25,17231624,,,8.89
NLD,Netherlands,2010,8.38,52032.9865,17231624,,,8.89
NLD,Netherlands,2012,8.4,51860.05599,17231624,,,8.89
NLD,Netherlands,2014,8.54,52186.99739,17231624,,,8.89
NLD,Netherlands,2016,8.55,53847.82655,17231624,,,8.89
NLD,Netherlands,2018,8.48,56060.91,17231624,2.360915095,2.170324851,8.89
NZL,New Zealand,2008,8.85,37933.15,4900600,,,9.26
NZL,New Zealand,2010,8.76,37657.1432,4900600,,,9.26
NZL,New Zealand,2012,8.6,38857.11589,4900600,,,9.26
NZL,New Zealand,2014,8.67,40432.24148,4900600,,,9.26
NZL,New Zealand,2016,8.87,41672.10124,4900600,,,9.26
NZL,New Zealand,2018,8.87,42866.13,4900600,3.20574788,-1.115041324,9.26
NIC,Nicaragua,2008,7.29,4693.63,6465502,,,3.63
NIC,Nicaragua,2010,7.24,4611.785692,6465502,,,3.63
NIC,Nicaragua,2012,6.87,5083.363011,6465502,,,3.63
NIC,Nicaragua,2014,6.88,5443.278082,6465502,,,3.63
NIC,Nicaragua,2016,6.76,5811.883058,6465502,,,3.63
NIC,Nicaragua,2018,6.54,5729.69,6465502,-3.363705717,3.435572996,3.63
NER,Niger,2008,6.08,1011.1,22442831,,,3.76
NER,Niger,2010,6.58,1036.904305,22442831,,,3.76
NER,Niger,2012,6.1,1085.542828,22442831,,,3.76
NER,Niger,2014,6.04,1127.614075,22442831,,,3.76
NER,Niger,2016,5.87,1151.657874,22442831,,,3.76
NER,Niger,2018,5.97,1200.97,22442831,7.219172668,7.731414229,3.76
NGA,Nigeria,2008,6.1,4458.62,195874685,,,4.44
NGA,Nigeria,2010,5.82,4932.3348,195874685,,,4.44
NGA,Nigeria,2012,5.49,5131.372645,195874685,,,4.44
NGA,Nigeria,2014,5.75,5516.385598,195874685,,,4.44
NGA,Nigeria,2016,6.29,5284.893228,195874685,,,4.44
NGA,Nigeria,2018,6.05,5155.08,195874685,1.922757342,6.764472778,4.44
MKD,North Macedonia,2008,7.5,13044.76,2082957,,,5.87
MKD,North Macedonia,2014,7.32,14524.1947,2082957,,,5.87
MKD,North Macedonia,2016,7.29,15491.74359,2082957,,,5.87
MKD,North Macedonia,2018,7.4,16093.31,2082957,2.88059671,5.47200139,5.87
NOR,Norway,2008,8.59,63570.36,5311916,,,9.87
NOR,Norway,2010,8.53,61353.49639,5311916,,,9.87
NOR,Norway,2012,8.48,61990.71162,5311916,,,9.87
NOR,Norway,2014,8.49,62390.1497,5311916,,,9.87
NOR,Norway,2016,8.56,63104.10039,5311916,,,9.87
NOR,Norway,2018,8.45,64341.26,5311916,1.118828827,0.476379999,9.87
OMN,Oman,2008,6.27,34689.57,4829476,,,3.04
OMN,Oman,2010,6.1,33864.98374,4829476,,,3.04
OMN,Oman,2012,6.34,32961.59043,4829476,,,3.04
OMN,Oman,2014,6.32,30530.49931,4829476,,,3.04
OMN,Oman,2016,6.02,30184.87016,4829476,,,3.04
OMN,Oman,2018,6.03,28350.94,4829476,0.919398934,8.200077978,3.04
PAK,Pakistan,2008,5.4,3908.6,212228288,,,4.17
PAK,Pakistan,2010,5.38,3906.873971,212228288,,,4.17
PAK,Pakistan,2012,5.41,3980.74865,212228288,,,4.17
PAK,Pakistan,2014,5.28,4171.29183,212228288,,,4.17
PAK,Pakistan,2016,5.51,4421.581929,212228288,,,4.17
PAK,Pakistan,2018,5.64,4739.47,212228288,5.836417498,1.701405465,4.17
PAN,Panama,2008,7.62,20636.93,4176868,,,7.05
PAN,Panama,2010,7.34,21343.30499,4176868,,,7.05
PAN,Panama,2012,7.53,25196.23927,4176868,,,7.05
PAN,Panama,2014,7.67,27352.51939,4176868,,,7.05
PAN,Panama,2016,7.81,29332.41454,4176868,,,7.05
PAN,Panama,2018,7.87,31012.95,4176868,3.598112758,9.855654852,7.05
PNG,Papua New Guinea,2008,7.16,3035.17,8606324,,,6.03
PNG,Papua New Guinea,2010,7.12,3406.64404,8606324,,,6.03
PNG,Papua New Guinea,2012,6.76,3453.387112,8606324,,,6.03
PNG,Papua New Guinea,2014,6.92,3909.33866,8606324,,,6.03
PNG,Papua New Guinea,2016,6.74,4222.524993,8606324,,,6.03
PNG,Papua New Guinea,2018,6.72,4190.09,8606324,-0.279252285,-0.296457846,6.03
PRY,Paraguay,2008,7.26,9657.68,6956069,,,6.24
PRY,Paraguay,2010,6.93,10415.65644,6956069,,,6.24
PRY,Paraguay,2012,6.95,10493.81277,6956069,,,6.24
PRY,Paraguay,2014,6.85,11643.72751,6956069,,,6.24
PRY,Paraguay,2016,7.15,12170.78439,6956069,,,6.24
PRY,Paraguay,2018,7.19,12827.71,6956069,3.204250341,6.49629212,6.24
PER,Peru,2008,7.68,9341.23,31989265,,,6.6
PER,Peru,2010,7.47,10066.46757,31989265,,,6.6
PER,Peru,2012,7.58,11176.08672,31989265,,,6.6
PER,Peru,2014,7.36,11877.07893,31989265,,,6.6
PER,Peru,2016,7.67,12403.68714,31989265,,,6.6
PER,Peru,2018,7.68,12781.42,31989265,3.96915687,9.126568301,6.6
PHL,Philippines,2008,7.03,5618.48,106651394,,,6.71
PHL,Philippines,2010,7.26,5918.373229,106651394,,,6.71
PHL,Philippines,2012,6.83,6351.264942,106651394,,,6.71
PHL,Philippines,2014,6.53,6973.638909,106651394,,,6.71
PHL,Philippines,2016,7,7705.05377,106651394,,,6.71
PHL,Philippines,2018,6.9,8516.14,106651394,6.341485571,4.344487305,6.71
POL,Poland,2008,8.1,22444.91,37974750,,,6.67
POL,Poland,2010,8.04,23996.13978,37974750,,,6.67
POL,Poland,2012,8.17,25457.20646,37974750,,,6.67
POL,Poland,2014,8.3,26649.57728,37974750,,,6.67
POL,Poland,2016,7.88,28682.69393,37974750,,,6.67
POL,Poland,2018,7.72,31674.13,37974750,5.353704746,4.199962292,6.67
PRT,Portugal,2008,8.19,32307.91,10283822,,,7.84
PRT,Portugal,2010,8.01,31798.15381,10283822,,,7.84
PRT,Portugal,2012,8.14,30156.70158,10283822,,,7.84
PRT,Portugal,2014,8.32,30444.60021,10283822,,,7.84
PRT,Portugal,2016,8.29,31847.53773,10283822,,,7.84
PRT,Portugal,2018,8.27,34040.73,10283822,2.849326461,0.319247925,7.84
QAT,Qatar,2008,,92555.3,2781682,,,3.19
QAT,Qatar,2010,5.98,95908.31282,2781682,,,3.19
QAT,Qatar,2012,6.29,96261.48733,2781682,,,3.19
QAT,Qatar,2014,6.38,95578.26151,2781682,,,3.19
QAT,Qatar,2016,6.19,95601.80731,2781682,,,3.19
QAT,Qatar,2018,6.07,90970.06,2781682,1.234872192,17.66355636,3.19
ROU,Romania,2008,8.06,22044.31,19473970,,,6.38
ROU,Romania,2010,8.1,20303.1628,19473970,,,6.38
ROU,Romania,2012,7.98,21311.13363,19473970,,,6.38
ROU,Romania,2014,8.06,23084.37478,19473970,,,6.38
ROU,Romania,2016,8.22,25145.01335,19473970,,,6.38
ROU,Romania,2018,8.09,28523.47,19473970,4.474523775,9.307467171,6.38
RUS,Russian Federation,2008,6.43,24887.85,144477859,,,2.94
RUS,Russian Federation,2010,6.57,23961.22029,144477859,,,2.94
RUS,Russian Federation,2012,6.36,25933.29266,144477859,,,2.94
RUS,Russian Federation,2014,6.39,26057.15531,144477859,,,2.94
RUS,Russian Federation,2016,6.23,25490.70826,144477859,,,2.94
RUS,Russian Federation,2018,6.31,26656.41,144477859,2.80724541,5.199969265,2.94
RWA,Rwanda,2008,6.88,1393.03,12301969,,,3.35
RWA,Rwanda,2010,6.5,1507.16501,12301969,,,3.35
RWA,Rwanda,2012,6.38,1682.206491,12301969,,,3.35
RWA,Rwanda,2014,6.78,1780.144976,12301969,,,3.35
RWA,Rwanda,2016,6.97,1950.526265,12301969,,,3.35
RWA,Rwanda,2018,6.97,2088.75,12301969,8.579424541,11.16124324,3.35
SAU,Saudi Arabia,2008,,45340.12,33702757,,,1.93
SAU,Saudi Arabia,2010,5.52,44036.76735,33702757,,,1.93
SAU,Saudi Arabia,2012,5.37,48024.45967,33702757,,,1.93
SAU,Saudi Arabia,2014,5.31,48209.13733,33702757,,,1.93
SAU,Saudi Arabia,2016,5.34,48625.84382,33702757,,,1.93
SAU,Saudi Arabia,2018,5.29,47592.77,33702757,2.434110781,6.249772755,1.93
SEN,Senegal,2008,6.26,2780.62,15854324,,,6.15
SEN,Senegal,2010,6.35,2797.11016,15854324,,,6.15
SEN,Senegal,2012,6.2,2788.671459,15854324,,,6.15
SEN,Senegal,2014,6.41,2868.315877,15854324,,,6.15
SEN,Senegal,2016,6.37,3067.665577,15854324,,,6.15
SEN,Senegal,2018,6.66,3309.49,15854324,6.209241034,3.703169064,6.15
SRB,Serbia,2008,7.35,14691.78,6982604,,,6.41
SRB,Serbia,2010,7.07,14510.9633,6982604,,,6.41
SRB,Serbia,2012,6.99,14894.19593,6982604,,,6.41
SRB,Serbia,2014,7.02,15226.32017,6982604,,,6.41
SRB,Serbia,2016,7.33,16182.82169,6982604,,,6.41
SRB,Serbia,2018,7.34,17452.8,6982604,4.495121293,5.655576622,6.41
SYC,Seychelles,2008,,20584.08,96762,,,
SYC,Seychelles,2014,7.41,24848.61022,96762,,,
SYC,Seychelles,2016,7.6,26309.6859,96762,,,
SYC,Seychelles,2018,7.34,27342.16,96762,1.327618768,-2.146892655,n
SLE,Sierra Leone,2008,6.56,1360.16,7650149,,,4.66
SLE,Sierra Leone,2010,6.05,1413.563736,7650149,,,4.66
SLE,Sierra Leone,2012,6.05,1654.412185,7650149,,,4.66
SLE,Sierra Leone,2014,6.03,1997.509291,7650149,,,4.66
SLE,Sierra Leone,2016,6.12,1610.550969,7650149,,,4.66
SLE,Sierra Leone,2018,6.21,1663.29,7650149,3.446162621,5.39828521,4.66
SGP,Singapore,2008,8.15,71629.83,5638676,,,6.38
SGP,Singapore,2010,7.98,78294.03142,5638676,,,6.38
SGP,Singapore,2012,7.79,83112.00734,5638676,,,6.38
SGP,Singapore,2014,7.86,87959.41675,5638676,,,6.38
SGP,Singapore,2016,8.2,91307.50362,5638676,,,6.38
SGP,Singapore,2018,8.21,98222.85,5638676,3.497469601,1.868245534,6.38
SVK,Slovak Republic,2008,8.29,25451.15,5446771,,,7.1
SVK,Slovak Republic,2010,8.12,25417.81236,5446771,,,7.1
SVK,Slovak Republic,2012,8.07,26557.79138,5446771,,,7.1
SVK,Slovak Republic,2014,8.12,27384.97181,5446771,,,7.1
SVK,Slovak Republic,2016,8.06,29250.11804,5446771,,,7.1
SVK,Slovak Republic,2018,7.95,31132.57,5446771,3.650123358,5.574886362,7.1
SVN,Slovenia,2008,8.02,36081.13,2073894,,,7.5
SVN,Slovenia,2010,7.57,33355.84763,2073894,,,7.5
SVN,Slovenia,2012,7.8,32618.60888,2073894,,,7.5
SVN,Slovenia,2014,7.9,33098.94416,2073894,,,7.5
SVN,Slovenia,2016,8.04,34858.51195,2073894,,,7.5
SVN,Slovenia,2018,8.05,37968.35,2073894,4.422521568,3.509841517,7.5
ZAF,South Africa,2008,6.88,12628.2,57792520,,,7.24
ZAF,South Africa,2010,6.8,12452.33753,57792520,,,7.24
ZAF,South Africa,2012,7.01,12743.93861,57792520,,,7.24
ZAF,South Africa,2014,6.92,12884.4846,57792520,,,7.24
ZAF,South Africa,2016,6.98,12702.91708,57792520,,,7.24
ZAF,South Africa,2018,7.07,12627.93,57792520,0.78705557,3.191046741,7.24
ESP,Spain,2008,8.29,39240.4,46797754,,,8.08
ESP,Spain,2010,8.23,37319.47622,46797754,,,8.08
ESP,Spain,2012,7.94,35769.46003,46797754,,,8.08
ESP,Spain,2014,7.95,35968.62014,46797754,,,8.08
ESP,Spain,2016,8.23,38477.57918,46797754,,,8.08
ESP,Spain,2018,8.2,40312.55,46797754,2.288785676,0.887145182,8.08
LKA,Sri Lanka,2008,5.58,8274.18,21670000,,,6.19
LKA,Sri Lanka,2010,6.46,9126.865612,21670000,,,6.19
LKA,Sri Lanka,2012,6.16,10712.39735,21670000,,,6.19
LKA,Sri Lanka,2014,6.1,11428.1079,21670000,,,6.19
LKA,Sri Lanka,2016,6.62,12287.47307,21670000,,,6.19
LKA,Sri Lanka,2018,6.72,12860.32,21670000,3.272000479,5.950088145,6.19
SDN,Sudan,2008,,3048.3,41801532,,,2.15
SDN,Sudan,2016,4.34,4234.757536,41801532,,,2.15
SDN,Sudan,2018,4.01,4344.53,41801532,2.817443643,7.801963334,2.15
SUR,Suriname,2008,,17794,575987,,,6.98
SUR,Suriname,2010,7.51,18840.36897,575987,,,6.98
SUR,Suriname,2012,7.48,20020.315,575987,,,6.98
SUR,Suriname,2014,7.32,20210.99618,575987,,,6.98
SUR,Suriname,2016,6.88,18180.60261,575987,,,6.98
SUR,Suriname,2018,7.31,19005.65,575987,4.948270766,4.143406525,6.98
SWE,Sweden,2008,8.5,47963.49,10175214,,,9.39
SWE,Sweden,2010,8.52,47791.37152,10175214,,,9.39
